mesh name,corner1x,corner1y,corner1z,corner2x,corner2y,corner2z,corner3x,corner3y,corner3z,corner4x,corner4y,corner4z,corner5x,corner5y,corner5z,corner6x,corner6y,corner6z,corner7x,corner7y,corner7z,corner8x,corner8y,corner8z
m1532.ply,-0.4856261909008026,-0.2225251942873001,-0.21063318848609924,0.5143738389015198,-0.2225251942873001,-0.21063318848609924,0.5143738389015198,0.22715255618095398,-0.21063318848609924,-0.4856261909008026,0.22715255618095398,-0.21063318848609924,-0.4856261909008026,-0.2225251942873001,0.19189156591892242,0.5143738389015198,-0.2225251942873001,0.19189156591892242,0.5143738389015198,0.22715255618095398,0.19189156591892242,-0.4856261909008026,0.22715255618095398,0.19189156591892242
m1254.ply,-0.6192267537117004,-0.468384325504303,-0.1666388064622879,0.38077327609062195,-0.468384325504303,-0.1666388064622879,0.38077327609062195,0.4682968258857727,-0.1666388064622879,-0.6192267537117004,0.4682968258857727,-0.1666388064622879,-0.6192267537117004,-0.468384325504303,0.12236346304416656,0.38077327609062195,-0.468384325504303,0.12236346304416656,0.38077327609062195,0.4682968258857727,0.12236346304416656,-0.6192267537117004,0.4682968258857727,0.12236346304416656
m1240.ply,-0.5926331877708435,-0.42398786544799805,-0.10445849597454071,0.4073668122291565,-0.42398786544799805,-0.10445849597454071,0.4073668122291565,0.42094361782073975,-0.10445849597454071,-0.5926331877708435,0.42094361782073975,-0.10445849597454071,-0.5926331877708435,-0.42398786544799805,0.1218690425157547,0.4073668122291565,-0.42398786544799805,0.1218690425157547,0.4073668122291565,0.42094361782073975,0.1218690425157547,-0.5926331877708435,0.42094361782073975,0.1218690425157547
m1526.ply,-0.5041003823280334,-0.21481265127658844,-0.13565631210803986,0.49589964747428894,-0.21481265127658844,-0.13565631210803986,0.49589964747428894,0.21359093487262726,-0.13565631210803986,-0.5041003823280334,0.21359093487262726,-0.13565631210803986,-0.5041003823280334,-0.21481265127658844,0.15410563349723816,0.49589964747428894,-0.21481265127658844,0.15410563349723816,0.49589964747428894,0.21359093487262726,0.15410563349723816,-0.5041003823280334,0.21359093487262726,0.15410563349723816
m1297.ply,-0.4934598207473755,-0.17461082339286804,-0.032723039388656616,0.5065401792526245,-0.17461082339286804,-0.032723039388656616,0.5065401792526245,0.1440860629081726,-0.032723039388656616,-0.4934598207473755,0.1440860629081726,-0.032723039388656616,-0.4934598207473755,-0.17461082339286804,0.013743718154728413,0.5065401792526245,-0.17461082339286804,0.013743718154728413,0.5065401792526245,0.1440860629081726,0.013743718154728413,-0.4934598207473755,0.1440860629081726,0.013743718154728413
m1283.ply,-0.4999999701976776,-0.2432459145784378,-0.05548207089304924,0.5000000596046448,-0.2432459145784378,-0.05548207089304924,0.5000000596046448,0.32233890891075134,-0.05548207089304924,-0.4999999701976776,0.32233890891075134,-0.05548207089304924,-0.4999999701976776,-0.2432459145784378,0.06547830253839493,0.5000000596046448,-0.2432459145784378,0.06547830253839493,0.5000000596046448,0.32233890891075134,0.06547830253839493,-0.4999999701976776,0.32233890891075134,0.06547830253839493
m1282.ply,-0.2730548083782196,-0.5005958080291748,-0.07458430528640747,0.42564454674720764,-0.5005958080291748,-0.07458430528640747,0.42564454674720764,0.4994041621685028,-0.07458430528640747,-0.2730548083782196,0.4994041621685028,-0.07458430528640747,-0.2730548083782196,-0.5005958080291748,0.03779536858201027,0.42564454674720764,-0.5005958080291748,0.03779536858201027,0.42564454674720764,0.4994041621685028,0.03779536858201027,-0.2730548083782196,0.4994041621685028,0.03779536858201027
m1296.ply,-0.5000343322753906,-0.2318081557750702,-0.04330528527498245,0.499965637922287,-0.2318081557750702,-0.04330528527498245,0.499965637922287,0.3032625615596771,-0.04330528527498245,-0.5000343322753906,0.3032625615596771,-0.04330528527498245,-0.5000343322753906,-0.2318081557750702,0.06840255856513977,0.499965637922287,-0.2318081557750702,0.06840255856513977,0.499965637922287,0.3032625615596771,0.06840255856513977,-0.5000343322753906,0.3032625615596771,0.06840255856513977
m737.ply,-0.4979328513145447,-0.4879378378391266,-0.2759290635585785,0.5006558299064636,-0.4879378378391266,-0.2759290635585785,0.5006558299064636,0.512062132358551,-0.2759290635585785,-0.4979328513145447,0.512062132358551,-0.2759290635585785,-0.4979328513145447,-0.4879378378391266,0.2665005922317505,0.5006558299064636,-0.4879378378391266,0.2665005922317505,0.5006558299064636,0.512062132358551,0.2665005922317505,-0.4979328513145447,0.512062132358551,0.2665005922317505
m1241.ply,-0.6314619183540344,-0.354934424161911,-0.05234529450535774,0.3685380518436432,-0.354934424161911,-0.05234529450535774,0.3685380518436432,0.3600468933582306,-0.05234529450535774,-0.6314619183540344,0.3600468933582306,-0.05234529450535774,-0.6314619183540344,-0.354934424161911,0.19311664998531342,0.3685380518436432,-0.354934424161911,0.19311664998531342,0.3685380518436432,0.3600468933582306,0.19311664998531342,-0.6314619183540344,0.3600468933582306,0.19311664998531342
m1527.ply,-0.5201922059059143,-0.21650363504886627,-0.14886124432086945,0.4798077940940857,-0.21650363504886627,-0.14886124432086945,0.4798077940940857,0.21751336753368378,-0.14886124432086945,-0.5201922059059143,0.21751336753368378,-0.14886124432086945,-0.5201922059059143,-0.21650363504886627,0.13447614014148712,0.4798077940940857,-0.21650363504886627,0.13447614014148712,0.4798077940940857,0.21751336753368378,0.13447614014148712,-0.5201922059059143,0.21751336753368378,0.13447614014148712
m1533.ply,-0.4976857304573059,-0.18961389362812042,-0.14757144451141357,0.5023142695426941,-0.18961389362812042,-0.14757144451141357,0.5023142695426941,0.1896793246269226,-0.14757144451141357,-0.4976857304573059,0.1896793246269226,-0.14757144451141357,-0.4976857304573059,-0.18961389362812042,0.1329243928194046,0.5023142695426941,-0.18961389362812042,0.1329243928194046,0.5023142695426941,0.1896793246269226,0.1329243928194046,-0.4976857304573059,0.1896793246269226,0.1329243928194046
m1255.ply,-0.6534696221351624,-0.25382694602012634,-0.14339125156402588,0.34653040766716003,-0.25382694602012634,-0.14339125156402588,0.34653040766716003,0.2538273334503174,-0.14339125156402588,-0.6534696221351624,0.2538273334503174,-0.14339125156402588,-0.6534696221351624,-0.25382694602012634,0.08455885946750641,0.34653040766716003,-0.25382694602012634,0.08455885946750641,0.34653040766716003,0.2538273334503174,0.08455885946750641,-0.6534696221351624,0.2538273334503174,0.08455885946750641
m1269.ply,-0.500563383102417,-0.20404070615768433,-0.02017991431057453,0.4994366466999054,-0.20404070615768433,-0.02017991431057453,0.4994366466999054,0.32407867908477783,-0.02017991431057453,-0.500563383102417,0.32407867908477783,-0.02017991431057453,-0.500563383102417,-0.20404070615768433,0.06264731287956238,0.4994366466999054,-0.20404070615768433,0.06264731287956238,0.4994366466999054,0.32407867908477783,0.06264731287956238,-0.500563383102417,0.32407867908477783,0.06264731287956238
m1137.ply,-0.49876686930656433,-0.2890367805957794,-0.08867043256759644,0.5012331604957581,-0.2890367805957794,-0.08867043256759644,0.5012331604957581,0.17265500128269196,-0.08867043256759644,-0.49876686930656433,0.17265500128269196,-0.08867043256759644,-0.49876686930656433,-0.2890367805957794,0.08364942669868469,0.5012331604957581,-0.2890367805957794,0.08364942669868469,0.5012331604957581,0.17265500128269196,0.08364942669868469,-0.49876686930656433,0.17265500128269196,0.08364942669868469
m1123.ply,-0.4022001028060913,-0.5000116229057312,-0.17721371352672577,0.31262949109077454,-0.5000116229057312,-0.17721371352672577,0.31262949109077454,0.4999883472919464,-0.17721371352672577,-0.4022001028060913,0.4999883472919464,-0.17721371352672577,-0.4022001028060913,-0.5000116229057312,0.11397911608219147,0.31262949109077454,-0.5000116229057312,0.11397911608219147,0.31262949109077454,0.4999883472919464,0.11397911608219147,-0.4022001028060913,0.4999883472919464,0.11397911608219147
m1490.ply,-0.4974416494369507,-0.2634889781475067,-0.24673260748386383,0.5025583505630493,-0.2634889781475067,-0.24673260748386383,0.5025583505630493,0.2679217457771301,-0.24673260748386383,-0.4974416494369507,0.2679217457771301,-0.24673260748386383,-0.4974416494369507,-0.2634889781475067,0.18376854062080383,0.5025583505630493,-0.2634889781475067,0.18376854062080383,0.5025583505630493,0.2679217457771301,0.18376854062080383,-0.4974416494369507,0.2679217457771301,0.18376854062080383
m1484.ply,-0.4482991695404053,-0.323743611574173,-0.20574595034122467,0.5517008304595947,-0.323743611574173,-0.20574595034122467,0.5517008304595947,0.2618919909000397,-0.20574595034122467,-0.4482991695404053,0.2618919909000397,-0.20574595034122467,-0.4482991695404053,-0.323743611574173,0.20826539397239685,0.5517008304595947,-0.323743611574173,0.20826539397239685,0.5517008304595947,0.2618919909000397,0.20826539397239685,-0.4482991695404053,0.2618919909000397,0.20826539397239685
m1335.ply,-0.4781884551048279,-0.18056289851665497,-0.2383681684732437,0.5218115448951721,-0.18056289851665497,-0.2383681684732437,0.5218115448951721,0.1909027397632599,-0.2383681684732437,-0.4781884551048279,0.1909027397632599,-0.2383681684732437,-0.4781884551048279,-0.18056289851665497,0.16544249653816223,0.5218115448951721,-0.18056289851665497,0.16544249653816223,0.5218115448951721,0.1909027397632599,0.16544249653816223,-0.4781884551048279,0.1909027397632599,0.16544249653816223
m1453.ply,-0.5981708765029907,-0.3346864581108093,-0.22176045179367065,0.40182915329933167,-0.3346864581108093,-0.22176045179367065,0.40182915329933167,0.3650694787502289,-0.22176045179367065,-0.5981708765029907,0.3650694787502289,-0.22176045179367065,-0.5981708765029907,-0.3346864581108093,0.21375206112861633,0.40182915329933167,-0.3346864581108093,0.21375206112861633,0.40182915329933167,0.3650694787502289,0.21375206112861633,-0.5981708765029907,0.3650694787502289,0.21375206112861633
m1447.ply,-0.5441499948501587,-0.06117100268602371,-0.0518517903983593,0.4558499753475189,-0.06117100268602371,-0.0518517903983593,0.4558499753475189,0.11179879307746887,-0.0518517903983593,-0.5441499948501587,0.11179879307746887,-0.0518517903983593,-0.5441499948501587,-0.06117100268602371,0.05018775165081024,0.4558499753475189,-0.06117100268602371,0.05018775165081024,0.4558499753475189,0.11179879307746887,0.05018775165081024,-0.5441499948501587,0.11179879307746887,0.05018775165081024
m1321.ply,-0.5000932216644287,-0.1352742463350296,-0.33708155155181885,0.4999067783355713,-0.1352742463350296,-0.33708155155181885,0.4999067783355713,0.1504736840724945,-0.33708155155181885,-0.5000932216644287,0.1504736840724945,-0.33708155155181885,-0.5000932216644287,-0.1352742463350296,0.3303782343864441,0.4999067783355713,-0.1352742463350296,0.3303782343864441,0.4999067783355713,0.1504736840724945,0.3303782343864441,-0.5000932216644287,0.1504736840724945,0.3303782343864441
m1309.ply,-0.5947333574295044,-0.14596840739250183,-0.3209398090839386,0.4052666425704956,-0.14596840739250183,-0.3209398090839386,0.4052666425704956,0.13542267680168152,-0.3209398090839386,-0.5947333574295044,0.13542267680168152,-0.3209398090839386,-0.5947333574295044,-0.14596840739250183,0.31457528471946716,0.4052666425704956,-0.14596840739250183,0.31457528471946716,0.4052666425704956,0.13542267680168152,0.31457528471946716,-0.5947333574295044,0.13542267680168152,0.31457528471946716
m1479.ply,-0.5146536231040955,-0.31816205382347107,-0.242768794298172,0.48534640669822693,-0.31816205382347107,-0.242768794298172,0.48534640669822693,0.3210107982158661,-0.242768794298172,-0.5146536231040955,0.3210107982158661,-0.242768794298172,-0.5146536231040955,-0.31816205382347107,0.2539893090724945,0.48534640669822693,-0.31816205382347107,0.2539893090724945,0.48534640669822693,0.3210107982158661,0.2539893090724945,-0.5146536231040955,0.3210107982158661,0.2539893090724945
m1451.ply,-0.42601457238197327,-0.3771699070930481,-0.08253311365842819,0.5739853978157043,-0.3771699070930481,-0.08253311365842819,0.5739853978157043,0.31772539019584656,-0.08253311365842819,-0.42601457238197327,0.31772539019584656,-0.08253311365842819,-0.42601457238197327,-0.3771699070930481,0.08254142105579376,0.5739853978157043,-0.3771699070930481,0.08254142105579376,0.5739853978157043,0.31772539019584656,0.08254142105579376,-0.42601457238197327,0.31772539019584656,0.08254142105579376
m1337.ply,-0.582552969455719,-0.45324474573135376,-0.41766873002052307,0.4174470603466034,-0.45324474573135376,-0.41766873002052307,0.4174470603466034,0.4420526325702667,-0.41766873002052307,-0.582552969455719,0.4420526325702667,-0.41766873002052307,-0.582552969455719,-0.45324474573135376,0.46384352445602417,0.4174470603466034,-0.45324474573135376,0.46384352445602417,0.4174470603466034,0.4420526325702667,0.46384352445602417,-0.582552969455719,0.4420526325702667,0.46384352445602417
m1323.ply,-0.46931174397468567,-0.16133996844291687,-0.42055997252464294,0.5306882262229919,-0.16133996844291687,-0.42055997252464294,0.5306882262229919,0.3810712397098541,-0.42055997252464294,-0.46931174397468567,0.3810712397098541,-0.42055997252464294,-0.46931174397468567,-0.16133996844291687,0.3920454978942871,0.5306882262229919,-0.16133996844291687,0.3920454978942871,0.5306882262229919,0.3810712397098541,0.3920454978942871,-0.46931174397468567,0.3810712397098541,0.3920454978942871
m1445.ply,-0.4633541703224182,-0.11633060872554779,-0.08904292434453964,0.5366458296775818,-0.11633060872554779,-0.08904292434453964,0.5366458296775818,0.1175420954823494,-0.08904292434453964,-0.4633541703224182,0.1175420954823494,-0.08904292434453964,-0.4633541703224182,-0.11633060872554779,0.04739229753613472,0.5366458296775818,-0.11633060872554779,0.04739229753613472,0.5366458296775818,0.1175420954823494,0.04739229753613472,-0.4633541703224182,0.1175420954823494,0.04739229753613472
m1492.ply,-0.6007190942764282,-0.25495731830596924,-0.3650829493999481,0.3992809057235718,-0.25495731830596924,-0.3650829493999481,0.3992809057235718,0.24880719184875488,-0.3650829493999481,-0.6007190942764282,0.24880719184875488,-0.3650829493999481,-0.6007190942764282,-0.25495731830596924,0.2007843405008316,0.3992809057235718,-0.25495731830596924,0.2007843405008316,0.3992809057235718,0.24880719184875488,0.2007843405008316,-0.6007190942764282,0.24880719184875488,0.2007843405008316
m1486.ply,-0.5205379724502563,-0.21993964910507202,-0.2080964893102646,0.47946202754974365,-0.21993964910507202,-0.2080964893102646,0.47946202754974365,0.22040611505508423,-0.2080964893102646,-0.5205379724502563,0.22040611505508423,-0.2080964893102646,-0.5205379724502563,-0.21993964910507202,0.1954263299703598,0.47946202754974365,-0.21993964910507202,0.1954263299703598,0.47946202754974365,0.22040611505508423,0.1954263299703598,-0.5205379724502563,0.22040611505508423,0.1954263299703598
m1135.ply,-0.49999478459358215,-0.28053712844848633,-0.07836662977933884,0.5000052452087402,-0.28053712844848633,-0.07836662977933884,0.5000052452087402,0.2694515883922577,-0.07836662977933884,-0.49999478459358215,0.2694515883922577,-0.07836662977933884,-0.49999478459358215,-0.28053712844848633,0.09255912154912949,0.5000052452087402,-0.28053712844848633,0.09255912154912949,0.5000052452087402,0.2694515883922577,0.09255912154912949,-0.49999478459358215,0.2694515883922577,0.09255912154912949
m1121.ply,-0.534476101398468,-0.5006086230278015,-0.12251735478639603,0.2743716537952423,-0.5006086230278015,-0.12251735478639603,0.2743716537952423,0.4993913769721985,-0.12251735478639603,-0.534476101398468,0.4993913769721985,-0.12251735478639603,-0.534476101398468,-0.5006086230278015,0.19834232330322266,0.2743716537952423,-0.5006086230278015,0.19834232330322266,0.2743716537952423,0.4993913769721985,0.19834232330322266,-0.534476101398468,0.4993913769721985,0.19834232330322266
m1519.ply,-0.4965401291847229,-0.18587976694107056,-0.13858696818351746,0.5034598708152771,-0.18587976694107056,-0.13858696818351746,0.5034598708152771,0.18466797471046448,-0.13858696818351746,-0.4965401291847229,0.18466797471046448,-0.13858696818351746,-0.4965401291847229,-0.18587976694107056,0.12478037923574448,0.5034598708152771,-0.18587976694107056,0.12478037923574448,0.5034598708152771,0.18466797471046448,0.12478037923574448,-0.4965401291847229,0.18466797471046448,0.12478037923574448
m1525.ply,-0.4834022521972656,-0.22400784492492676,-0.16389445960521698,0.5165977478027344,-0.22400784492492676,-0.16389445960521698,0.5165977478027344,0.22311709821224213,-0.16389445960521698,-0.4834022521972656,0.22311709821224213,-0.16389445960521698,-0.4834022521972656,-0.22400784492492676,0.18419106304645538,0.5165977478027344,-0.22400784492492676,0.18419106304645538,0.5165977478027344,0.22311709821224213,0.18419106304645538,-0.4834022521972656,0.22311709821224213,0.18419106304645538
m1243.ply,-0.6086795330047607,-0.3355437219142914,-0.06411682069301605,0.39132046699523926,-0.3355437219142914,-0.06411682069301605,0.39132046699523926,0.3488815128803253,-0.06411682069301605,-0.6086795330047607,0.3488815128803253,-0.06411682069301605,-0.6086795330047607,-0.3355437219142914,0.07848560810089111,0.39132046699523926,-0.3355437219142914,0.07848560810089111,0.39132046699523926,0.3488815128803253,0.07848560810089111,-0.6086795330047607,0.3488815128803253,0.07848560810089111
m1257.ply,-0.5770458579063416,-0.23883011937141418,-0.0651872381567955,0.42295414209365845,-0.23883011937141418,-0.0651872381567955,0.42295414209365845,0.2373339831829071,-0.0651872381567955,-0.5770458579063416,0.2373339831829071,-0.0651872381567955,-0.5770458579063416,-0.23883011937141418,0.04727429896593094,0.42295414209365845,-0.23883011937141418,0.04727429896593094,0.42295414209365845,0.2373339831829071,0.04727429896593094,-0.5770458579063416,0.2373339831829071,0.04727429896593094
m1531.ply,-0.5255134701728821,-0.18284261226654053,-0.17463727295398712,0.4744865298271179,-0.18284261226654053,-0.17463727295398712,0.4744865298271179,0.18731358647346497,-0.17463727295398712,-0.5255134701728821,0.18731358647346497,-0.17463727295398712,-0.5255134701728821,-0.18284261226654053,0.14758802950382233,0.4744865298271179,-0.18284261226654053,0.14758802950382233,0.4744865298271179,0.18731358647346497,0.14758802950382233,-0.5255134701728821,0.18731358647346497,0.14758802950382233
m1280.ply,-0.5107584595680237,-0.16988538205623627,-0.08804816007614136,0.4892415702342987,-0.16988538205623627,-0.08804816007614136,0.4892415702342987,0.2897140383720398,-0.08804816007614136,-0.5107584595680237,0.2897140383720398,-0.08804816007614136,-0.5107584595680237,-0.16988538205623627,0.03038177452981472,0.4892415702342987,-0.16988538205623627,0.03038177452981472,0.4892415702342987,0.2897140383720398,0.03038177452981472,-0.5107584595680237,0.2897140383720398,0.03038177452981472
m1294.ply,-0.49948376417160034,-0.22270679473876953,-0.0459730438888073,0.5005162358283997,-0.22270679473876953,-0.0459730438888073,0.5005162358283997,0.21413204073905945,-0.0459730438888073,-0.49948376417160034,0.21413204073905945,-0.0459730438888073,-0.49948376417160034,-0.22270679473876953,0.043539777398109436,0.5005162358283997,-0.22270679473876953,0.043539777398109436,0.5005162358283997,0.21413204073905945,0.043539777398109436,-0.49948376417160034,0.21413204073905945,0.043539777398109436
m1295.ply,-0.48935315012931824,-0.27346351742744446,-0.01090533472597599,0.5106468796730042,-0.27346351742744446,-0.01090533472597599,0.5106468796730042,0.24337615072727203,-0.01090533472597599,-0.48935315012931824,0.24337615072727203,-0.01090533472597599,-0.48935315012931824,-0.27346351742744446,0.035918593406677246,0.5106468796730042,-0.27346351742744446,0.035918593406677246,0.5106468796730042,0.24337615072727203,0.035918593406677246,-0.48935315012931824,0.24337615072727203,0.035918593406677246
m1281.ply,-0.4883933961391449,-0.35622453689575195,-0.06673096120357513,0.5116065740585327,-0.35622453689575195,-0.06673096120357513,0.5116065740585327,0.22801068425178528,-0.06673096120357513,-0.4883933961391449,0.22801068425178528,-0.06673096120357513,-0.4883933961391449,-0.35622453689575195,0.028885841369628906,0.5116065740585327,-0.35622453689575195,0.028885841369628906,0.5116065740585327,0.22801068425178528,0.028885841369628906,-0.4883933961391449,0.22801068425178528,0.028885841369628906
m1256.ply,-0.5770034193992615,-0.23711709678173065,-0.06512260437011719,0.4229965806007385,-0.23711709678173065,-0.06512260437011719,0.4229965806007385,0.23910266160964966,-0.06512260437011719,-0.5770034193992615,0.23910266160964966,-0.06512260437011719,-0.5770034193992615,-0.23711709678173065,0.04725190997123718,0.4229965806007385,-0.23711709678173065,0.04725190997123718,0.4229965806007385,0.23910266160964966,0.04725190997123718,-0.5770034193992615,0.23910266160964966,0.04725190997123718
m1530.ply,-0.5125410556793213,-0.19735302031040192,-0.1611870974302292,0.4874589443206787,-0.19735302031040192,-0.1611870974302292,0.4874589443206787,0.19582614302635193,-0.1611870974302292,-0.5125410556793213,0.19582614302635193,-0.1611870974302292,-0.5125410556793213,-0.19735302031040192,0.1368071436882019,0.4874589443206787,-0.19735302031040192,0.1368071436882019,0.4874589443206787,0.19582614302635193,0.1368071436882019,-0.5125410556793213,0.19582614302635193,0.1368071436882019
m1524.ply,-0.4898761212825775,-0.20808638632297516,-0.1796901822090149,0.5101238489151001,-0.20808638632297516,-0.1796901822090149,0.5101238489151001,0.21329070627689362,-0.1796901822090149,-0.4898761212825775,0.21329070627689362,-0.1796901822090149,-0.4898761212825775,-0.20808638632297516,0.1626218855381012,0.5101238489151001,-0.20808638632297516,0.1626218855381012,0.5101238489151001,0.21329070627689362,0.1626218855381012,-0.4898761212825775,0.21329070627689362,0.1626218855381012
m1242.ply,-0.6307276487350464,-0.29960688948631287,-0.03780147805809975,0.369272381067276,-0.29960688948631287,-0.03780147805809975,0.369272381067276,0.2993943989276886,-0.03780147805809975,-0.6307276487350464,0.2993943989276886,-0.03780147805809975,-0.6307276487350464,-0.29960688948631287,0.18006567656993866,0.369272381067276,-0.29960688948631287,0.18006567656993866,0.369272381067276,0.2993943989276886,0.18006567656993866,-0.6307276487350464,0.2993943989276886,0.18006567656993866
m1518.ply,-0.4760572612285614,-0.1961892992258072,-0.1490068882703781,0.5239427089691162,-0.1961892992258072,-0.1490068882703781,0.5239427089691162,0.2055940181016922,-0.1490068882703781,-0.4760572612285614,0.2055940181016922,-0.1490068882703781,-0.4760572612285614,-0.1961892992258072,0.16285854578018188,0.5239427089691162,-0.1961892992258072,0.16285854578018188,0.5239427089691162,0.2055940181016922,0.16285854578018188,-0.4760572612285614,0.2055940181016922,0.16285854578018188
m1120.ply,-0.4997987747192383,-0.5526744723320007,-0.17005226016044617,0.5002012252807617,-0.5526744723320007,-0.17005226016044617,0.5002012252807617,0.3489041030406952,-0.17005226016044617,-0.4997987747192383,0.3489041030406952,-0.17005226016044617,-0.4997987747192383,-0.5526744723320007,0.14842693507671356,0.5002012252807617,-0.5526744723320007,0.14842693507671356,0.5002012252807617,0.3489041030406952,0.14842693507671356,-0.4997987747192383,0.3489041030406952,0.14842693507671356
m1134.ply,-0.5007216334342957,-0.3197799623012543,-0.053170811384916306,0.49927839636802673,-0.3197799623012543,-0.053170811384916306,0.49927839636802673,0.2272200733423233,-0.053170811384916306,-0.5007216334342957,0.2272200733423233,-0.053170811384916306,-0.5007216334342957,-0.3197799623012543,0.09647337347269058,0.49927839636802673,-0.3197799623012543,0.09647337347269058,0.49927839636802673,0.2272200733423233,0.09647337347269058,-0.5007216334342957,0.2272200733423233,0.09647337347269058
