mesh_name,category,n_vertices,n_faces,d_centroid_origin,scale
m1550.ply,vehicle,9368,17526,0.574177145800396,1.0705372315935584
m1578.ply,vehicle,333,574,0.5574050355495076,1.0272744511808904
m1197.ply,vehicle,235,484,0.7357486075811652,1.1785044520989303
m1183.ply,vehicle,520,780,0.8052541818826987,1.2588246739927687
m1154.ply,vehicle,520,1000,0.6543930899834032,1.2844764756292737
m1140.ply,vehicle,13908,27087,0.8218785396648727,1.3078578658971318
m1168.ply,vehicle,500,1106,0.7219464412758961,1.158838478493444
m1395.ply,vehicle,818,1221,0.7183511747629564,1.1741076756141235
m1381.ply,vehicle,13861,28037,0.7528323431915183,1.4088361333387924
m1430.ply,vehicle,774,1032,0.5065869867093181,1.0161271009799906
m1356.ply,vehicle,1946,3301,0.6993297473535586,1.3002051245280493
m1342.ply,vehicle,1252,2305,0.7315066654346668,1.2601828907618926
m1424.ply,vehicle,760,1244,0.5418688428908363,1.1504495649983966
m1418.ply,vehicle,477,760,0.514699890990721,1.1290495189091574
m1368.ply,vehicle,31247,59746,0.5107345733584994,1.0137855291909625
m1354.ply,vehicle,5720,11368,0.7381746614764483,1.0944000825132463
m1432.ply,vehicle,573,822,0.48508413471818757,0.9836986874170363
m1426.ply,vehicle,27142,53728,0.547653816501039,1.1152377189003249
m1340.ply,vehicle,778,1457,0.7456071710708674,1.0664752436493778
m1397.ply,vehicle,10065,18674,0.5273614922834768,1.2376149041042612
m1383.ply,vehicle,8722,31296,0.7177399254528823,1.360868395797698
m1156.ply,vehicle,1333,2472,0.6694840706490648,1.2606478245366546
m1142.ply,vehicle,1322,2498,0.5726926269548989,1.0878448543813588
m1195.ply,vehicle,340,460,0.7301795217530413,1.205237153745685
m1181.ply,vehicle,410,816,0.7392356198114,1.213551675743559
m1208.ply,vehicle,308,519,0.5952536537104461,1.1921213166939009
m1220.ply,vehicle,437,862,0.7120159997840075,1.1686212419667887
m1546.ply,vehicle,9068,15012,0.5766002651846309,1.1258182706938096
m1552.ply,vehicle,5247,10474,0.5759430732913006,1.070754082217294
m1234.ply,vehicle,236,492,0.6919672824238761,1.2771797790921997
m1585.ply,vehicle,5303,10241,0.5609290243962723,1.0579778302450387
m1584.ply,vehicle,174,316,0.6328934183195546,1.122163697418964
m1553.ply,vehicle,1239,1915,0.6154930565538242,1.0860359389159273
m1235.ply,vehicle,193,376,0.8106469237304773,1.3420719729302895
m1221.ply,vehicle,372,688,0.8495483094066272,1.2708716051454607
m1547.ply,vehicle,249,440,0.620902887284192,1.1220856628778393
m1209.ply,vehicle,243,480,0.7494976603523151,1.340223398204941
m1180.ply,vehicle,531,1058,0.49931388000029614,1.1595091013290926
m1194.ply,vehicle,757,1188,0.6950409296258747,1.2165578896102724
m1143.ply,vehicle,3336,6574,0.5813629242139533,1.0800621960766887
m1157.ply,vehicle,1264,2088,0.6744854944880844,1.1785644642207738
m1382.ply,vehicle,7006,14044,0.7225030623219025,1.3681226946589988
m1396.ply,vehicle,1353,2476,0.6705742872701486,1.1886870125731164
m1427.ply,vehicle,757,1084,0.5060986598524482,0.9823170761627836
m1341.ply,vehicle,424,824,0.7103886675455725,1.0742191867817292
m1355.ply,vehicle,7730,13354,0.7042645729819261,1.3001123280797702
m1433.ply,vehicle,926,1227,0.5108949867299135,1.00729391176806
m1369.ply,vehicle,1004,1720,0.5233647131180071,1.0383222175572473
m1437.ply,vehicle,658,930,0.4794642240616165,0.9902313416656736
m1351.ply,vehicle,12987,24466,0.4762742219544501,0.9868278639403125
m1345.ply,vehicle,3174,6000,0.8128556977872526,1.2516750223033133
m1423.ply,vehicle,15183,13902,0.4432357900040689,1.0525747458328079
m1379.ply,vehicle,1017,1858,0.7092549711998194,1.3463786616821436
m1392.ply,vehicle,14112,26014,0.6515666556591492,1.2676049380347174
m1386.ply,vehicle,1707,3384,0.712751846887633,1.355689562692728
m1153.ply,vehicle,740,1478,0.6082621902469728,1.2668494610603898
m1147.ply,vehicle,1149,2320,0.7389139409109694,1.3173313036909127
m1190.ply,vehicle,142,318,0.7264127077376059,1.1934914215799792
m1184.ply,vehicle,182,382,0.7262996742855026,1.1000205267366605
m1543.ply,vehicle,386,548,0.545503657075658,1.0753205886413595
m1225.ply,vehicle,183,340,0.6190095647644612,1.1939298949406534
m1231.ply,vehicle,79,132,0.5045930744173418,1.1420364930885527
m1557.ply,vehicle,8489,16656,0.545414217723638,1.0852089990803613
m1219.ply,vehicle,184,364,0.6645512591615025,1.1913568141900226
m1580.ply,vehicle,1400,2568,0.5966718892256959,1.0823754386168414
m1581.ply,vehicle,11298,22000,0.5055291426541093,0.9953911721549473
m1218.ply,vehicle,224,400,0.5147597460397401,1.1786449418293874
m1230.ply,vehicle,2360,4325,0.5124772458149363,1.1543477548304064
m1556.ply,vehicle,34973,119540,0.505669185398335,1.0553779884842207
m1542.ply,vehicle,4384,7414,0.5629462052601332,1.099021519742903
m1224.ply,vehicle,559,944,0.6564016523755107,1.0447777179754554
m1185.ply,vehicle,152,338,0.6413835425496177,1.0726634930722683
m1191.ply,vehicle,1295,2444,0.6289120308491442,1.2937589427710248
m1146.ply,vehicle,1700,3016,0.6586850445349148,1.3176473561617312
m1152.ply,vehicle,3726,6881,0.6879056191369822,1.3634955913812115
m1387.ply,vehicle,225,446,0.7273817696101903,1.366648347975806
m1393.ply,vehicle,1020,1899,0.7310512916999614,1.1899151537391226
m1378.ply,vehicle,2059,3804,0.716591303022677,1.3494003455020307
m1344.ply,vehicle,1061,1930,0.8192978567104049,1.3210451626651527
m1422.ply,vehicle,1289,1762,0.4220650422959947,1.0301339012793433
m1436.ply,vehicle,1704,3340,0.5050165371656807,0.9766280973722802
m1350.ply,vehicle,1097,1976,0.5400361909787883,1.025591080778787
m1420.ply,vehicle,10210,19631,0.5706544211208027,1.1144824475468422
m1346.ply,vehicle,742,1375,0.5463997865349735,1.0485582996982095
m1352.ply,vehicle,3236,6348,0.5962037688240293,1.058670286635551
m1434.ply,vehicle,600,1077,0.5970150345933325,1.0797576625169187
m1408.ply,vehicle,1293,2496,0.5477040964828694,1.2881817892836398
m1385.ply,vehicle,11132,20663,0.7212654677360129,1.374024116239959
m1391.ply,vehicle,1638,2978,0.5746274276540296,1.0465818737265613
m1144.ply,vehicle,3627,6736,0.5892586890014513,1.2050497144172103
m1150.ply,vehicle,618,1228,0.6116682018481479,1.2039316899974017
m1178.ply,vehicle,258,572,0.6761394544234545,1.0653374055542215
m1187.ply,vehicle,299,596,0.7096855050524129,1.1674531155421188
m1193.ply,vehicle,1019,2030,0.4538300789807981,1.0879569531787552
m1554.ply,vehicle,1558,3762,0.6407093183122037,1.2111721762032845
m1232.ply,vehicle,203,418,0.7196571924588709,1.343179796134903
m1226.ply,vehicle,161,318,0.45805514153479987,1.08862692824723
m1540.ply,vehicle,8468,16860,0.5927187583900816,1.056672196774856
m1568.ply,vehicle,4941,10000,0.4863559314364336,1.1235399825026255
m1583.ply,vehicle,309,573,0.5449068856785365,1.134168841766075
m1582.ply,vehicle,8235,16328,0.5215337996027035,0.9964876438596717
m1569.ply,vehicle,9579,16122,0.4822333004041713,1.1225980490211087
m1227.ply,vehicle,265,324,0.7413331442902037,1.2137679418381422
m1541.ply,vehicle,72676,146629,0.6276312010534464,1.0722748356802
m1555.ply,vehicle,16607,30255,0.5395961836939469,1.0706458963471537
m1233.ply,vehicle,233,516,0.6403911720167521,1.093874992857959
m1192.ply,vehicle,242,517,0.7404358666285428,1.3097632740163392
m1186.ply,vehicle,728,1454,0.6182653276992731,1.082480668540552
m1179.ply,vehicle,1203,2082,0.4971266947783037,1.1318207352867327
m1151.ply,vehicle,856,1660,0.6964199977082743,1.3477928604537124
m1145.ply,vehicle,37609,73748,0.5786611683585634,1.2058094883326305
m1390.ply,vehicle,2097,3941,0.7223880571186782,1.354459654802977
m1384.ply,vehicle,3780,7460,0.7099341277310776,1.3411485906140304
m1409.ply,vehicle,769,1277,0.5225755320655222,1.2663319117545762
m1353.ply,vehicle,2124,4147,0.6056666508770795,1.1024975208044687
m1435.ply,vehicle,4211,4887,0.46447174745489783,1.0409020175232633
m1421.ply,vehicle,2476,4188,0.6229198749356336,1.2403180928366722
m1347.ply,vehicle,3052,6274,0.5640387632496728,1.0681055076896664
m1438.ply,vehicle,1309,2454,0.5501097805085496,0.9783936416294824
m1362.ply,vehicle,13685,22929,0.6572137036755259,1.192947621660314
m1404.ply,vehicle,33128,62933,0.6479655592887189,1.1930477847701657
m1410.ply,vehicle,5986,9528,0.7732008892642087,1.1250899919086472
m1376.ply,vehicle,467,944,0.5866575433655475,0.9878355046388038
m1389.ply,vehicle,563,1140,0.7406361543348546,1.3857255268851043
m1148.ply,vehicle,6233,11365,0.7083856116580699,1.318302665108434
m1160.ply,vehicle,13568,24430,0.6580979779546178,1.1790687730666942
m1174.ply,vehicle,281,552,0.6717301186249511,1.0851735109396101
m1558.ply,vehicle,6936,11791,0.5332434195931925,1.04208157637922
m1216.ply,vehicle,879,1754,0.5208275678034758,1.1648652439853289
m1570.ply,vehicle,1445,3479,0.6906909466426207,1.0291747552038963
m1564.ply,vehicle,1346,2697,0.6880066842252203,1.2649687173448203
m1202.ply,vehicle,684,1332,0.49554580838950524,1.1130103454707867
m1565.ply,vehicle,8998,14948,0.7584049615956058,1.5762628420923332
m1203.ply,vehicle,438,874,0.6994506816010437,1.0886141209928337
m1217.ply,vehicle,305,594,0.703205418619646,1.1411957574075537
m1571.ply,vehicle,12205,23350,0.5157895314815318,1.0669029299612969
m1559.ply,vehicle,15606,30000,0.5700238937647137,1.1499481111154537
m1175.ply,vehicle,2344,4592,0.5223899428651735,1.183323380046638
m1161.ply,vehicle,1486,1692,0.7387089583630988,1.3472537032352148
m1149.ply,vehicle,3003,5874,0.7012496612157677,1.2390453850303467
m1388.ply,vehicle,422,789,0.7059376725262336,1.4669456402392693
m1411.ply,vehicle,777,1368,0.6535986092024051,1.0534527621706633
m1377.ply,vehicle,121558,205083,0.7162179809995927,1.3601296692466494
m1363.ply,vehicle,28709,36002,0.6343349538960433,1.2272963428271917
m1405.ply,vehicle,209,616,0.7738294395517659,1.461951233970887
m1439.ply,vehicle,428,848,0.5298093644980594,0.9856139125443593
m1349.ply,vehicle,432,640,0.549627813506173,1.0459789812003872
m1375.ply,vehicle,1694,3431,0.6530779761958273,1.3021180051719583
m1413.ply,vehicle,324,566,0.5667867765252953,1.1139573913040839
m1407.ply,vehicle,3099,6073,0.8473153552058715,1.256018789232868
m1361.ply,vehicle,1038,2008,0.6385886730814698,1.2675690758045495
m1177.ply,vehicle,507,1010,0.7709701022323017,1.2942570372294677
m1163.ply,vehicle,1013,2778,0.6833732169052963,1.341842806053302
m1188.ply,vehicle,279,538,0.6029161482527586,1.2435618804530797
m1229.ply,vehicle,3388,6422,0.45279397239369834,1.0813747135535396
m1201.ply,vehicle,6739,11310,0.6367935033745142,1.190312041006475
m1567.ply,vehicle,162,216,0.6412637955724081,1.2472755666916593
m1573.ply,vehicle,1461,2788,0.5155904049045777,1.029677287301706
m1215.ply,vehicle,160,308,0.7272396727685243,1.182465637204312
m1572.ply,vehicle,9613,18340,0.4962212054032235,0.9931322230262192
m1214.ply,vehicle,882,1752,0.498418090507941,1.1396110198243083
m1200.ply,vehicle,197,450,0.7102851929019811,1.0903101277902538
m1566.ply,vehicle,23624,46968,0.7787719607875051,1.1192411195041934
m1228.ply,vehicle,329,368,0.7551061333934092,1.1775029305020859
m1189.ply,vehicle,247,578,0.745658984452907,1.1632851778738522
m1162.ply,vehicle,2868,5706,0.6421318717935293,1.2703421713479404
m1176.ply,vehicle,213,642,0.6834648428366926,1.2445783422416605
m1406.ply,vehicle,259,894,0.7898216893187118,1.082971592789026
m1360.ply,vehicle,2904,4231,0.5426627311330477,1.0571987723342287
m1374.ply,vehicle,8067,15517,0.6502671817223764,1.0246022656997202
m1412.ply,vehicle,4459,6962,0.6691019289934319,1.0402286990897722
m1348.ply,vehicle,747,1382,0.5464222610201458,1.0485223021056824
m1416.ply,vehicle,11060,20920,0.6460897169079769,1.1101344377542748
m1370.ply,vehicle,1748,3401,0.6284175057579366,1.0592498802312889
m1364.ply,vehicle,9015,18251,0.6866649483130188,1.3001116864031335
m1402.ply,vehicle,209,616,0.7735428656679741,1.461287598956824
m1358.ply,vehicle,1196,1989,0.6495161415999778,1.0627548685204882
m1172.ply,vehicle,1965,4928,0.7279949065865593,1.2209051938053994
m1166.ply,vehicle,349,772,0.7291596081798714,1.2927188371123086
m1199.ply,vehicle,602,1146,0.6492114717967422,1.1066866408609077
m1562.ply,vehicle,11902,21840,0.6613250384759465,1.304925431592549
m1204.ply,vehicle,277,588,0.7433490140928515,1.1871572981572407
m1210.ply,vehicle,577,1145,0.4906943632306114,1.1700927870152007
m1576.ply,vehicle,3519,7038,0.5147985795121128,1.0556651270421884
m1238.ply,vehicle,196,396,0.698033089319111,1.0887061483035723
m1588.ply,vehicle,4400,7716,0.5805784726671052,1.0625136562910615
m1239.ply,vehicle,428,676,0.7317268040473496,1.2266537171594107
m1211.ply,vehicle,486,852,0.7955509715016684,1.33635370999934
m1577.ply,vehicle,4946,9918,0.5409212323304233,1.017730348004814
m1563.ply,vehicle,616,1114,0.664471175812203,1.2590994788169043
m1205.ply,vehicle,369,556,0.7661713076256835,1.225066446983591
m1198.ply,vehicle,223,462,0.5387342979780074,1.1652359704746502
m1167.ply,vehicle,2838,3992,0.540195289262,1.1924496392888044
m1173.ply,vehicle,2572,4856,0.7579056568613831,1.2425466005112242
m1359.ply,vehicle,265,508,0.5987961394114906,1.1005482882022941
m1365.ply,vehicle,718,1196,0.6580638718578469,1.2082000915349245
m1403.ply,vehicle,890,1680,0.7381576089182368,1.39301410057185
m1417.ply,vehicle,9534,17822,0.6784944786695826,1.2652574446827016
m1371.ply,vehicle,1558,2565,0.6169730762346981,1.0478387077336855
m1401.ply,vehicle,13609,27535,0.7743707228319664,1.463466544722154
m1367.ply,vehicle,26270,51359,0.5426753476941161,1.0308898158668558
m1373.ply,vehicle,6089,11598,0.6750907309846716,1.0760239895550656
m1415.ply,vehicle,6373,12561,0.4762489564283162,1.0462991884790889
m1429.ply,vehicle,749,1039,0.49257498623104523,0.9952750005119188
m1398.ply,vehicle,4509,8748,0.5686578590260126,1.2602228932137363
m1165.ply,vehicle,448,768,0.6645299388819591,1.2472724133764843
m1171.ply,vehicle,3110,5622,0.7525444552601426,1.214069541585242
m1159.ply,vehicle,3726,6881,0.6879056191369822,1.3634955913812115
m1575.ply,vehicle,47209,92176,0.6095628583011258,1.1142586327172879
m1213.ply,vehicle,252,504,0.4536495561329565,1.0547010379249657
m1207.ply,vehicle,412,669,0.7405346924668178,1.0226731266778255
m1561.ply,vehicle,332,558,0.5567349367109022,1.173667146835507
m1549.ply,vehicle,381,1416,0.5725165499957171,1.0207523165214958
m1548.ply,vehicle,8056,14914,0.538668863626133,1.0720630540341365
m1206.ply,vehicle,99,134,0.5451800962039461,1.1870379606554289
m1560.ply,vehicle,21686,43584,0.6362068970555459,1.2991406489833963
m1574.ply,vehicle,3780,7402,0.5534222472671511,1.1166769903266565
m1212.ply,vehicle,1173,2513,0.49701028711790973,1.1615335197022942
m1158.ply,vehicle,336,608,0.6856993290528481,1.3664704499732148
m1170.ply,vehicle,4427,7591,0.497436951849267,1.1131549138879997
m1164.ply,vehicle,272,620,0.7181444634985629,1.3032283221262495
m1399.ply,vehicle,357,613,0.7761992482715006,1.2362845770392026
m1428.ply,vehicle,817,1083,0.5012373236430439,0.9815251667807606
m1372.ply,vehicle,3366,6344,0.6719413891636256,1.2040831490765078
m1414.ply,vehicle,10185,19743,0.48562134447873706,1.0929519155479805
m1400.ply,vehicle,3574,5323,0.6958619152731493,1.1820714867862265
m1366.ply,vehicle,568,1067,0.6398289115134875,1.0748242552129161
m1329.ply,vehicle,665,1243,0.6960122481290705,1.336165865668256
m1467.ply,vehicle,574,1076,0.5244041839049877,0.9966711619275437
m1301.ply,vehicle,74,144,0.6369926505839186,1.1420999849509674
m1315.ply,vehicle,510,844,0.6236684183528326,1.213214703600315
m1473.ply,vehicle,2192,4448,0.6080209508764663,1.126840986337469
m1498.ply,vehicle,5514,10500,0.5654101991774583,1.0482404181527252
m1249.ply,vehicle,310,616,0.7009056045842793,1.1814817840026142
m1513.ply,vehicle,13106,20844,0.6628567071063952,1.0259450639782863
m1275.ply,vehicle,204,272,0.5754635733633853,1.0980618372500703
m1261.ply,vehicle,431,652,0.741908537178727,1.198224030036537
m1507.ply,vehicle,6514,12769,0.5181272541886234,1.0527240591351563
m1260.ply,vehicle,6906,14563,0.542909717297657,1.1520760677424908
m1506.ply,vehicle,4284,7879,0.6487575089926987,1.1204738110727979
m1512.ply,vehicle,6808,11468,0.6656720518134946,1.0382061487215388
m1274.ply,vehicle,426,684,0.5984434386939972,1.1456178835074111
m1248.ply,vehicle,296,558,0.6721994441776897,1.1860212674593993
m1499.ply,vehicle,15418,31813,0.566462804149816,1.1299133091016318
