mesh_name,category,n_vertices,n_faces,d_centroid_origin,scale
m760.ply,ice_cream,1137,2176,0.829988842122233,1.4557076546965622
m761.ply,ice_cream,1604,3360,0.720364768218353,1.22142848641509
m759.ply,ice_cream,1752,3500,0.6090115097017454,1.057588733643942
m758.ply,ice_cream,889,3498,0.7610077637103246,1.0987364112855413
m1650.ply,city,3539,3500,0.7147176538890061,1.1517566477179992
m1651.ply,city,1273,1337,0.6863912664076669,1.3716249660246802
m1653.ply,city,2980,3499,0.5433134761467792,1.062979844927993
m1647.ply,city,1872,3500,0.6650146078674245,1.1925042120314395
m1646.ply,city,2572,3499,0.6776503603445779,1.3035076647895796
m1652.ply,city,2273,3112,0.6777625131503454,1.27245065270615
m1656.ply,city,2248,3499,0.7417308671725619,1.2554509464001073
m1657.ply,city,1292,2136,0.6481548839884673,1.0791936056509004
m1655.ply,city,3820,3500,0.6197571931214794,1.152809234510142
m1654.ply,city,2149,3499,0.7044026546152337,1.3514536684179626
m1659.ply,city,2141,3499,0.677693939952163,1.3810886461252012
m1665.ply,city,2150,3500,0.6687133928578388,1.230318612655103
m1664.ply,city,1049,1948,0.641178040633275,1.2390541949273985
m1658.ply,city,2170,3500,0.6368767096951505,1.2026044511810368
m1663.ply,city,1636,1767,0.646777178242598,1.354634120739234
m1662.ply,city,2523,3500,0.6782755201096096,1.3121860751303334
m1660.ply,city,1983,3499,0.6932898126989013,1.3091880971628838
m1648.ply,city,3179,3500,0.6354206493397674,1.150702609070913
m1649.ply,city,3153,3119,0.5388320110464406,1.1548464575684623
m1661.ply,city,1335,2022,0.6674144956795868,1.2534321163563957
m1755.ply,snowman,1774,3500,0.7684220710275182,1.3808356625727503
m1754.ply,snowman,1104,2256,0.702764198051163,1.382843355484521
m1756.ply,snowman,1517,3032,0.5953459877717708,1.1532651354545085
m1757.ply,snowman,1710,3500,0.7602001716146406,1.4348835054636009
m1759.ply,snowman,1654,3360,0.7328725938066882,1.4100359171503665
m1758.ply,snowman,1764,3500,0.6131815813022483,1.2265997333816887
m594.ply,hourglass,1322,3498,0.5951159469101116,1.1397425011466662
m595.ply,hourglass,1770,3500,0.7483881066492627,1.3854155884527293
m597.ply,hourglass,1300,2640,0.8313211833564788,1.5784949874209016
m596.ply,hourglass,1766,3500,0.6628767104752841,1.2417834769685152
m592.ply,hourglass,1808,3499,0.641405673676485,1.2164497222118271
m593.ply,hourglass,1760,3500,0.679669539744804,1.272721223817189
m1760.ply,phone_handle,1755,3500,0.7491471045982663,1.308738048302558
m1761.ply,phone_handle,1493,2976,0.5434565942550528,1.0958179724952122
m1763.ply,phone_handle,1807,3500,0.6191514081490288,1.022486180665702
m1762.ply,phone_handle,1128,1707,0.5437772108001838,1.0123771583989198
m1308.ply,aircraft,1745,3500,0.6546828210305853,1.3210263830628584
m1320.ply,aircraft,1972,3497,0.7607766793423166,1.2365248633792083
m1334.ply,aircraft,1035,2096,0.6466490425088293,1.2604212362729614
m1122.ply,aircraft,2161,3500,0.6488562875836397,1.3453779693522845
m1136.ply,aircraft,1871,3500,0.560301575083598,1.1095828321775258
m1268.ply,aircraft,1918,3500,0.5540949682870534,1.0989443656454103
m1254.ply,aircraft,1944,3500,0.6205004947591458,1.3234776843015565
m1240.ply,aircraft,1736,3500,0.7505912237467991,1.2631907955234163
m1297.ply,aircraft,1972,3500,0.5422861360012093,0.9901326642147743
m1283.ply,aircraft,2031,3499,0.5673630652348093,1.0944587463769764
m1282.ply,aircraft,1344,2432,0.5784889322357549,1.1639939273830684
m1296.ply,aircraft,1911,3499,0.8766020970713685,1.082628350962102
m1241.ply,aircraft,1672,2880,0.7264579112423122,1.1917838244955505
m1255.ply,aircraft,1713,3499,0.7053871121789111,1.072834072410079
m1269.ply,aircraft,2097,3499,0.5478287253789635,1.0778979952011252
m1137.ply,aircraft,1336,2096,0.5447775256716529,1.0601630191169884
m1123.ply,aircraft,1015,1756,0.6314906535554091,1.200454533873464
m1335.ply,aircraft,1220,2504,0.6305688672264047,1.155026515650065
m1321.ply,aircraft,1899,3499,0.6220145010636394,1.1701756432368364
m1309.ply,aircraft,2046,3460,0.7007733206075605,1.1630368261044066
m1337.ply,aircraft,1871,3500,0.8735467172928683,1.547998991910901
m1323.ply,aircraft,1753,3499,0.7326022543304702,1.3073217979099467
m1135.ply,aircraft,2006,3499,0.5803610681324765,1.0946208643620507
m1121.ply,aircraft,1062,1913,0.5902653190639192,1.2583453457783753
m1243.ply,aircraft,1140,2384,0.726747885807377,1.1738548728963296
m1257.ply,aircraft,1880,3499,0.5044672587417354,1.0582349674322833
m1280.ply,aircraft,2017,3499,0.5362685534226518,1.045819245867384
m1294.ply,aircraft,2043,3499,0.5530618203107053,1.039924334883478
m1295.ply,aircraft,2051,3499,0.5630140491609653,1.0630488585819007
m1281.ply,aircraft,1512,2768,0.5601032677693895,1.0940105187855442
m1256.ply,aircraft,1882,3500,0.6286861883777287,1.0582348530477674
m1242.ply,aircraft,1362,2432,0.6999672272754532,1.1263489872522507
m1120.ply,aircraft,2342,3500,0.7729005926555184,1.3134790051118677
m1134.ply,aircraft,1186,2048,0.5598107537440706,1.0918578883113685
m1322.ply,aircraft,1790,3500,0.7079045465755616,1.2913714129179168
m1336.ply,aircraft,1191,2319,0.701375683080423,1.2175911179494368
m1332.ply,aircraft,1782,3498,0.641125793637208,1.0537622839604437
m1326.ply,aircraft,1545,2709,0.6725673102622518,1.2823858409626228
m1130.ply,aircraft,1805,3499,0.788806016403033,1.3009914427706115
m1124.ply,aircraft,1348,2288,0.5823520327077211,1.14839456139529
m1118.ply,aircraft,1943,3499,0.5864256790092299,1.0940625548137703
m1246.ply,aircraft,1464,3136,0.7250262151819524,1.2710820670112817
m1252.ply,aircraft,2178,3499,0.6604580128170915,1.1331855179248367
m1285.ply,aircraft,1911,3500,0.556214031629624,1.067172334944217
m1291.ply,aircraft,1837,3499,0.5903037037748528,1.1287218869342501
m1290.ply,aircraft,2029,3500,0.5451526569314805,1.058920879326425
m1284.ply,aircraft,1633,3499,0.53235162493024,1.047731216431774
m1253.ply,aircraft,1168,1904,0.7134773121247239,1.1922772696436985
m1247.ply,aircraft,1752,3500,0.6855069786126493,1.1961544936616695
m1119.ply,aircraft,1860,3500,0.6144919150688428,1.2855250040498416
m1125.ply,aircraft,1522,2624,0.6002262394230482,1.2505562138037214
m1131.ply,aircraft,1730,3072,0.5917118881392718,1.181199736723025
m1327.ply,aircraft,1890,3499,0.5639964166790259,1.2365225686095824
m1333.ply,aircraft,1710,3500,0.642022767170464,1.2607930472730753
m1325.ply,aircraft,1545,2438,0.675285111304163,1.2800357307832984
m1331.ply,aircraft,1773,3264,0.7447594457020379,1.220807306048911
m1319.ply,aircraft,1920,3499,0.5683328611841965,1.1684591945172929
m1127.ply,aircraft,1216,2080,0.5747157235172697,1.2483144542120568
m1133.ply,aircraft,1959,3500,0.6119415716771154,1.2405919323780679
m1251.ply,aircraft,1198,2237,0.49494971555044076,1.1794333681475286
m1245.ply,aircraft,1752,3500,0.657030091312245,1.228839380030955
m1279.ply,aircraft,1976,3500,0.5900673712723298,1.0516400719017887
m1292.ply,aircraft,1980,3500,0.6154552975870987,1.1632342323247733
m1286.ply,aircraft,1094,1712,0.5717227995704036,1.1085788659819196
m1287.ply,aircraft,1958,3500,0.5587116647188123,1.0523409413809155
m1293.ply,aircraft,1946,3500,0.5803039852872831,1.16360437446279
m1278.ply,aircraft,1855,3500,0.544862285680541,1.056094244964688
m1244.ply,aircraft,1570,3500,0.7024872725268286,1.12017165967079
m1250.ply,aircraft,1798,3500,0.6772758249786724,1.2904190266454951
m1132.ply,aircraft,2009,3500,0.6240843646997738,1.1930731074333734
m1126.ply,aircraft,1938,3500,0.6356239762508793,1.2367049987676422
m1318.ply,aircraft,1162,2056,0.5744128840263737,1.2215616466348338
m1330.ply,aircraft,1159,2312,0.5099512525090402,0.9963725503302908
m1324.ply,aircraft,2009,3499,0.7242044920402531,1.3233718866377089
m1343.ply,aircraft,1756,3500,0.7432888322704664,1.3577463869514437
m1357.ply,aircraft,1052,3500,0.4995958996913565,1.0403725705031033
m1380.ply,aircraft,2216,3499,0.7367538663610947,1.3895527025571575
m1394.ply,aircraft,2137,3499,0.5415945121738898,1.0340140781268683
m1169.ply,aircraft,1198,2237,0.49494971555044076,1.1794333681475286
m1141.ply,aircraft,1859,3500,0.6987110439181741,1.1561181910299352
m1155.ply,aircraft,2163,3500,0.6570477519779608,1.2532318872976822
m1182.ply,aircraft,1752,3500,0.7042308549143835,1.3447212508411943
m1196.ply,aircraft,1837,3216,0.7144816701314401,1.1696693640227902
m1237.ply,aircraft,1542,3500,0.6910421975138414,1.3267624596994687
m1223.ply,aircraft,1117,2230,0.521166535031682,1.172704625962386
m1222.ply,aircraft,1212,2448,0.896506208590172,1.3373965771447598
m1236.ply,aircraft,1573,3312,0.7182614746383182,1.1605674052226966
m1197.ply,aircraft,1756,3500,0.7041121711814953,1.10639439909294
m1183.ply,aircraft,1812,3120,0.8052541911995089,1.2588246857048397
m1154.ply,aircraft,1770,3500,0.654393095190453,1.2844765121076787
m1140.ply,aircraft,1856,3499,0.8217195340584014,1.3076984522286255
m1168.ply,aircraft,1615,3500,0.7036210088197368,1.150899332918456
m1395.ply,aircraft,2070,3499,0.7183511761876815,1.1741076872176865
m1381.ply,aircraft,1861,3500,0.7657615231821,1.4065160156147827
m1356.ply,aircraft,1946,3301,0.69932974606645,1.3002051431217205
m1342.ply,aircraft,1252,2305,0.7315066636600115,1.2601828930636532
m1368.ply,aircraft,1942,3500,0.5097296511312339,1.011971763359638
m1354.ply,aircraft,1790,3500,0.738569275613879,1.094307784780998
m1340.ply,aircraft,1834,3500,0.7456071882231097,1.066475269755444
m1397.ply,aircraft,1888,3499,0.5289343968757005,1.2375876511931496
m1383.ply,aircraft,968,3500,0.7185763875234571,1.3598665573973798
m1156.ply,aircraft,1333,2472,0.6694840681795632,1.2606478499727898
m1142.ply,aircraft,1322,2498,0.5726926221038436,1.0878448779264502
m1195.ply,aircraft,1136,1840,0.7301795255978912,1.2052371794285162
m1181.ply,aircraft,1633,3264,0.7392356239666356,1.2135516936465944
m1208.ply,aircraft,1080,2076,0.5952536546619747,1.192121324687873
m1220.ply,aircraft,1729,3448,0.7120160037520712,1.1686212750749247
m1234.ply,aircraft,1717,3500,0.6559853669332194,1.2771798078471714
m1235.ply,aircraft,1754,3500,0.8062697152941679,1.0658076525415987
m1221.ply,aircraft,1366,2752,0.8495483111555122,1.2708716262918416
m1209.ply,aircraft,1755,3499,0.7494976628299195,1.3402234000833089
m1180.ply,aircraft,1752,3500,0.49931097363268223,1.159509135731025
m1194.ply,aircraft,2018,3499,0.6950409272562107,1.2165579170473826
m1143.ply,aircraft,1876,3500,0.5811294008046245,1.0800619705159114
m1157.ply,aircraft,1264,2088,0.6744854911343671,1.178564493310215
m1382.ply,aircraft,1751,3500,0.7222780850511976,1.3674897214491284
m1396.ply,aircraft,1353,2476,0.6705742838266935,1.1886870116332404
m1341.ply,aircraft,1666,3296,0.7103886712315661,1.0742192166088786
m1355.ply,aircraft,2059,3500,0.7050507439617228,1.3000845608076836
m1369.ply,aircraft,1004,1720,0.523364704496435,1.0383222370330856
m1351.ply,aircraft,1849,3499,0.476438471543939,0.9867042108056683
m1345.ply,aircraft,1922,3500,0.8136820659234755,1.2513037620747667
m1379.ply,aircraft,1017,1858,0.7092549679008472,1.346378656943023
m1392.ply,aircraft,2342,3499,0.6504969508486073,1.2676042313025455
m1386.ply,aircraft,1707,3384,0.7127518464542624,1.3556895740345227
m1153.ply,aircraft,1748,3499,0.608246852091965,1.266849487655152
m1147.ply,aircraft,1149,2320,0.7389139424674054,1.317331312146395
m1190.ply,aircraft,1693,3500,0.6554411544177929,1.1362725095057995
m1184.ply,aircraft,1736,3499,0.6737406076625719,1.0721204295097482
m1225.ply,aircraft,1637,3500,0.6177454871635428,1.1939299194234236
m1231.ply,aircraft,1086,2112,0.5045930772044068,1.1420365203573257
m1219.ply,aircraft,1752,3500,0.6645512635223664,1.1913568414490412
m1218.ply,aircraft,1802,3499,0.5144879557912893,1.1786449740819573
m1230.ply,aircraft,1915,3499,0.5126202469634933,1.1543477737099805
m1224.ply,aircraft,1908,3500,0.6564016565726253,1.0447777373269032
m1185.ply,aircraft,1643,3498,0.6039066257473903,0.9923907748632008
m1191.ply,aircraft,1295,2444,0.6289120338440081,1.2937589787620067
m1146.ply,aircraft,1700,3016,0.6586850566631753,1.3176473894075387
m1152.ply,aircraft,1938,3500,0.6888277910362375,1.3633373783454545
m1387.ply,aircraft,1752,3500,0.7273817773535739,1.3666483801725375
m1393.ply,aircraft,1020,1899,0.731051295811783,1.1899151647514092
m1378.ply,aircraft,1890,3500,0.7165912866361845,1.3494003788605318
m1344.ply,aircraft,1061,1930,0.8192978565745129,1.3210451840385882
m1350.ply,aircraft,1097,1976,0.5400362072804115,1.02559109905206
m1346.ply,aircraft,1835,3500,0.5463997920506694,1.0485583225679986
m1352.ply,aircraft,1788,3500,0.5960747502531861,1.057797937098293
m1408.ply,aircraft,1293,2496,0.5477041049072809,1.2881818076379634
m1385.ply,aircraft,2009,3499,0.7214305029412779,1.3740241514093343
m1391.ply,aircraft,1638,2978,0.5746274330339566,1.0465818935670297
m1144.ply,aircraft,1966,3499,0.589407950311162,1.205049733392283
m1150.ply,aircraft,1753,3500,0.6116681994800021,1.2039316929797044
m1178.ply,aircraft,1010,2288,0.6761394523626933,1.065337427977236
m1187.ply,aircraft,1190,2384,0.7096855111130326,1.1674531369487933
m1193.ply,aircraft,1019,2030,0.4538300757172314,1.0879569781775846
m1232.ply,aircraft,1750,3498,0.6591256353708282,1.335830406957361
m1226.ply,aircraft,1752,3500,0.45803815927918373,1.088626938247072
m1227.ply,aircraft,2106,3499,0.7413331488816712,1.2137679658835192
m1233.ply,aircraft,1703,3500,0.6000803823893368,1.0754405138820222
m1192.ply,aircraft,1686,3499,0.708545624752638,1.3063556310158153
m1186.ply,aircraft,1749,3500,0.6179074279075917,1.0824806919153378
m1179.ply,aircraft,1203,2082,0.49712669259344966,1.1318207516380845
m1151.ply,aircraft,1776,3500,0.6964030309693681,1.3477928630844418
m1145.ply,aircraft,2323,3500,0.5781933977190973,1.1909165239568242
m1390.ply,aircraft,1876,3499,0.7223862252034167,1.3544596878402992
m1384.ply,aircraft,1797,3499,0.7101366687829695,1.2461200225988251
m1409.ply,aircraft,1995,3499,0.5225755326655757,1.2663319458254954
m1353.ply,aircraft,1788,3500,0.6056967189742755,1.1024975410859257
m1347.ply,aircraft,1749,3499,0.5640647660217564,1.068105519503195
m1362.ply,aircraft,2374,3500,0.6579533121201098,1.191916711807585
m1404.ply,aircraft,2138,3500,0.6511067986108432,1.1926003339403233
m1410.ply,aircraft,2344,3500,0.7798675739572383,1.1244197252964818
m1376.ply,aircraft,1722,3500,0.586657540195736,0.9878355254283399
m1389.ply,aircraft,1683,3499,0.7231795124816379,1.3857255445690047
m1148.ply,aircraft,2130,3500,0.7084527555728489,1.3177573704957053
m1160.ply,aircraft,1943,3500,0.6583358999093127,1.175066887308739
m1174.ply,aircraft,1114,2208,0.6717301213378244,1.0851735350860319
m1216.ply,aircraft,1752,3500,0.5207974419971587,1.1648652557471664
m1202.ply,aircraft,1768,3500,0.4955073561762924,1.1130103639721631
m1203.ply,aircraft,1749,3496,0.6994506877298587,1.0886141396492994
m1217.ply,aircraft,1209,2376,0.7032054207839097,1.141195781092533
m1175.ply,aircraft,1798,3500,0.5223835961335059,1.1833233913056032
m1161.ply,aircraft,1486,1692,0.7387089683145744,1.3472536991630164
m1149.ply,aircraft,1822,3500,0.700664125410458,1.239045403145088
m1388.ply,aircraft,1592,3156,0.7059376632951804,1.466945672730416
m1377.ply,aircraft,2195,3499,0.7163468469427869,1.3121864004517494
m1363.ply,aircraft,1960,3500,0.6318661250063852,1.2251463628245318
m1405.ply,aircraft,1545,3500,0.7738294659798124,1.4619512676467465
m1349.ply,aircraft,1473,2560,0.5496278246718942,1.0459790021635051
m1375.ply,aircraft,1694,3431,0.6530779721541792,1.3021180335422424
m1407.ply,aircraft,1792,3500,0.8473358294404109,1.256018808763894
m1361.ply,aircraft,1038,2008,0.638588672156189,1.2675690845084897
m1177.ply,aircraft,1751,3500,0.7709701053985842,1.2942570518435481
m1163.ply,aircraft,1013,2778,0.6833732096505584,1.3418428432480738
m1188.ply,aircraft,1086,2152,0.6029161451476063,1.243561904980225
m1229.ply,aircraft,1873,3500,0.4525096985812437,1.0813747294338059
m1201.ply,aircraft,2093,3500,0.6367449906385362,1.1888058090210154
m1215.ply,aircraft,1756,3500,0.7272396717157543,1.1824656723873248
m1214.ply,aircraft,1757,3499,0.4980383816624029,1.1396110502293746
m1200.ply,aircraft,1702,3500,0.6359490648503359,0.9781402555939054
m1228.ply,aircraft,1023,1472,0.7551061399315655,1.1775029396832892
m1189.ply,aircraft,1000,2312,0.7456589870967576,1.1632851921676408
m1162.ply,aircraft,1755,3500,0.6421220318943583,1.269727564901548
m1176.ply,aircraft,987,3498,0.6433337952781822,1.2187649472225397
m1406.ply,aircraft,1076,3500,0.7898216976886127,1.0829716247195076
m1360.ply,aircraft,2446,3500,0.542388119034772,1.057198799616935
m1374.ply,aircraft,1866,3499,0.6506052071312534,1.0246022896888347
m1348.ply,aircraft,1840,3499,0.5464222591913279,1.0485223233536207
m1370.ply,aircraft,1748,3401,0.6284175101934342,1.0592499017844978
m1364.ply,aircraft,2294,3500,0.7000141111422457,1.3000705941573298
m1402.ply,aircraft,1545,3500,0.7735429065580915,1.461287638831791
m1358.ply,aircraft,1196,1989,0.6495161460391009,1.0627548865550398
m1172.ply,aircraft,1335,3498,0.7287709693011797,1.2209052224676362
m1166.ply,aircraft,1395,3088,0.7291596223924317,1.292718839519717
m1199.ply,aircraft,1790,3499,0.6492114775715588,1.1066866663146775
m1204.ply,aircraft,1064,2352,0.7433490212643293,1.1871573165403693
m1210.ply,aircraft,1760,3500,0.49069436706084296,1.17009281901626
m1238.ply,aircraft,1724,3500,0.6980330997813489,1.0887061638035043
m1239.ply,aircraft,1526,2704,0.7317268038257844,1.2266537212551911
m1211.ply,aircraft,1795,3408,0.7955509689260198,1.336353710645193
m1205.ply,aircraft,1302,2224,0.7661713094071648,1.2250664479234012
m1198.ply,aircraft,1682,3500,0.5409520805079677,1.1652359777206358
m1167.ply,aircraft,2452,3499,0.5423007212551391,1.1795162037473361
m1173.ply,aircraft,1870,3500,0.7579131942411065,1.2425466288527183
m1359.ply,aircraft,1026,2032,0.5987961420118503,1.1005483115333423
m1365.ply,aircraft,1952,3500,0.6580638734453463,1.2082001057831036
m1403.ply,aircraft,1830,3499,0.7388926450125219,1.3930141308338708
m1371.ply,aircraft,1558,2565,0.6169730727760759,1.0478387256664705
m1401.ply,aircraft,1802,3499,0.7742608545832689,1.4590984918504957
m1367.ply,aircraft,1898,3500,0.5416377349893605,1.0291272165150507
m1373.ply,aircraft,1881,3499,0.6260724634633553,1.075985060200116
m1398.ply,aircraft,1783,3499,0.5680097906136644,1.259874129667146
m1165.ply,aircraft,1656,3072,0.6645299433628974,1.247272442829417
m1171.ply,aircraft,1914,3499,0.7526551831127692,1.2140577395437149
m1159.ply,aircraft,1938,3500,0.6888277910362375,1.3633373783454545
m1213.ply,aircraft,1006,2016,0.45364956269094864,1.054701062652009
m1207.ply,aircraft,1442,2676,0.7405346851920864,1.022673144761393
m1206.ply,aircraft,1113,2144,0.5451801000582497,1.1870379611729824
m1212.ply,aircraft,1173,2513,0.49701028648156176,1.1615335449713398
m1158.ply,aircraft,1237,2432,0.6856993309920864,1.3664704615541226
m1170.ply,aircraft,2129,3500,0.4987648989951457,1.1081378412281788
m1164.ply,aircraft,1098,2480,0.7181444734103257,1.3032283282388184
m1399.ply,aircraft,1270,2452,0.7761992441773458,1.236284584207351
m1372.ply,aircraft,1934,3500,0.6717134744706165,1.2040831786726256
m1400.ply,aircraft,2308,3499,0.7197220408203624,1.1820715087217124
m1366.ply,aircraft,1805,3500,0.6399849575951067,1.0748242763373785
m1329.ply,aircraft,1802,3500,0.6966303457462855,1.3361658785524302
m1301.ply,aircraft,1154,2304,0.6369926448855376,1.1421000133940937
m1315.ply,aircraft,1862,3376,0.6236684173488205,1.2132147352238476
m1249.ply,aircraft,1234,2464,0.7009056019477924,1.1814818160327745
m1275.ply,aircraft,2005,3500,0.5754635785176966,1.098061848359121
m1261.ply,aircraft,1509,2608,0.7419085321974511,1.198224041772889
m1260.ply,aircraft,1634,3500,0.543159432698469,1.1510340400365284
m1274.ply,aircraft,1539,2736,0.598443439896105,1.1456178905068939
m1248.ply,aircraft,1126,2232,0.672199442970138,1.1860212827477592
m1314.ply,aircraft,1644,2996,0.5731191838295113,1.2604744235039596
m1300.ply,aircraft,1496,3498,0.6175395803882419,1.18042193233676
m1328.ply,aircraft,1750,3500,0.6494368927806294,1.254258986471746
m1316.ply,aircraft,1470,2728,0.5960447102336679,1.1251100804798355
m1302.ply,aircraft,1058,1882,0.5402429164222727,1.0037533221331425
m1128.ply,aircraft,1911,3500,0.7234930730111162,1.3553950133760084
m1262.ply,aircraft,1986,3499,0.7413153679007268,1.157793568911935
m1276.ply,aircraft,2148,3500,0.5367468857411422,1.036570161962785
m1289.ply,aircraft,1849,3499,0.6154773831136483,1.1916070366047409
m1288.ply,aircraft,1502,2674,0.616522999908797,1.1800241277872112
m1277.ply,aircraft,1814,3499,0.5495635138726789,1.0569591242474727
m1263.ply,aircraft,1244,2092,0.8216723867489445,1.3273802119465214
m1129.ply,aircraft,1894,3499,0.7149694993923887,1.2086588217951675
m1303.ply,aircraft,1728,3500,0.5833984999926421,1.2073844043160862
m1317.ply,aircraft,1176,2060,0.5672918322288968,1.165021247024847
m1313.ply,aircraft,1610,2952,0.6097401444493111,1.2629638124832419
m1307.ply,aircraft,1873,3499,0.6839895806631585,1.2334069445118865
m1139.ply,aircraft,2312,3500,0.6316671597947633,1.1628054433191461
m1267.ply,aircraft,1920,3499,0.704207981544787,1.3061654541753338
m1273.ply,aircraft,1791,3500,0.6074574751558549,1.0912916915523772
m1298.ply,aircraft,1126,2168,0.5603913815893197,1.2160552913271607
m1299.ply,aircraft,1995,3500,0.7059256632263166,1.2597269024871849
m1272.ply,aircraft,2600,3499,0.5554510898513908,1.1809965435362249
m1266.ply,aircraft,2033,3500,0.6024712266427102,1.1688828276101249
m1138.ply,aircraft,2000,3500,0.7103051959881564,1.324208916173178
m1306.ply,aircraft,1588,3499,0.7805856557697374,1.2295365335938502
m1312.ply,aircraft,1860,3500,0.6280404727946747,1.2838065624828416
m1304.ply,aircraft,1066,2094,0.6067670031191008,1.0402489447485392
m1310.ply,aircraft,1362,2668,0.7247780098046268,1.2407676169580142
m1338.ply,aircraft,1806,3499,0.9034721290262502,1.60012782298295
m1270.ply,aircraft,1039,1808,0.5500915780660578,1.0454735501933774
m1264.ply,aircraft,1144,1996,0.7353860403311232,1.2825540101552606
m1258.ply,aircraft,2121,3499,0.5437434548795099,1.1786349289983666
m1259.ply,aircraft,2093,3500,0.6367449906385362,1.1888058090210154
m1265.ply,aircraft,1477,2720,0.740603523943506,1.0229789706065555
m1271.ply,aircraft,1178,2096,0.5397299574291461,1.0503805241581923
m1339.ply,aircraft,1000,3498,0.7408717517417633,1.2657213884970766
