mesh name,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,A3_23,A3_24,A3_25,A3_26,A3_27,A3_28,A3_29,A3_30,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D1_30,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D2_30,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D3_30,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29,D4_30
m1526.ply,0.026461538461538443,0.052769230769231804,0.07430769230769135,0.07446153846153336,0.07815384615385093,0.0664615384615459,0.061538461538468425,0.05184615384615965,0.04523076923077429,0.045384615384620464,0.03938461538461979,0.041230769230773845,0.036769230769234884,0.031230769230772726,0.02892307692308016,0.030769230769234213,0.027846153846156962,0.02600000000000291,0.026615384615387594,0.02153846153846395,0.02169230769231012,0.017076923076924988,0.016923076923078817,0.016923076923078817,0.012769230769232198,0.010461538461539632,0.007076923076923869,0.004923076923077474,0.0035384615384619345,0.0016923076923077707,0.0,0.0,0.008461538461538458,0.0166153846153846,0.0307692307692313,0.061076923076924396,0.12046153846153095,0.11107692307693323,0.09492307692308755,0.09015384615385624,0.08676923076924048,0.08753846153847133,0.08215384615385535,0.05815384615385266,0.07153846153846954,0.06461538461539185,0.015692307692309337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006769230769230766,0.0310769230769232,0.05415384615384732,0.0767692307692285,0.08861538461537988,0.09400000000001052,0.10338461538462695,0.09830769230770331,0.08323076923077855,0.06692307692308441,0.06030769230769906,0.05600000000000627,0.04923076923077474,0.04184615384615853,0.03338461538461912,0.025076923076925883,0.016307692307694133,0.009384615384616435,0.004461538461538961,0.0007692307692307443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016923076923076926,0.012615384615384606,0.031692307692308,0.06153846153846287,0.09307692307691828,0.11169230769231128,0.1355384615384767,0.14015384615386184,0.1281538461538605,0.10107692307693439,0.07569230769231616,0.05030769230769794,0.035538461538465516,0.015230769230770935,0.005692307692308329,0.0003076923076922311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006153846153846151,0.03215384615384629,0.07030769230769382,0.12399999999999299,0.1576923076923222,0.16415384615386452,0.16523076923078772,0.12984615384616838,0.09076923076924093,0.04492307692308195,0.012615384615386027,0.002153846153846284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1527.ply,0.025066666666666633,0.057777777777777435,0.07893333333333287,0.07608888888888843,0.0773333333333329,0.06542222222222183,0.0602666666666663,0.052622222222221904,0.046577777777789986,0.04177777777779057,0.04035555555556791,0.03626666666667777,0.03395555555556595,0.030222222222231476,0.03057777777778714,0.029511111111120147,0.025066666666674342,0.02560000000000784,0.02560000000000784,0.023644444444451684,0.02240000000000686,0.0209777777777842,0.015111111111115738,0.017422222222227557,0.013511111111115248,0.010844444444447765,0.007466666666668953,0.005155555555557134,0.0030222222222231476,0.0014222222222225467,0.0,0.0,0.008177777777777773,0.02275555555555549,0.06737777777777737,0.15288888888888802,0.12906666666666589,0.10079999999999939,0.08782222222224317,0.0844444444444703,0.07928888888891317,0.06826666666668757,0.043733333333346724,0.04337777777779106,0.05048888888890435,0.0369777777777891,0.02400000000000735,0.0005333333333333856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007111111111111105,0.03199999999999989,0.06026666666666631,0.09048888888888836,0.11786666666666598,0.11644444444444374,0.11751111111112339,0.09315555555558408,0.07288888888891121,0.06275555555557477,0.0579555555555733,0.05226666666668267,0.03840000000001176,0.029155555555564483,0.020266666666672872,0.01120000000000343,0.009422222222225107,0.007288888888891121,0.003377777777778812,0.0001777777777777212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008888888888888889,0.011555555555555567,0.03875555555555535,0.07822222222222178,0.11608888888888819,0.15466666666666576,0.15857777777779514,0.14755555555560074,0.11573333333336877,0.08337777777780331,0.04764444444445903,0.02968888888889798,0.012266666666670423,0.00480000000000147,0.0001777777777777212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005688888888888885,0.03839999999999986,0.08888888888888838,0.13653333333333253,0.18879999999999886,0.1973333333333807,0.16302222222227214,0.1009777777778087,0.05724444444446197,0.018311111111116718,0.004266666666667973,0.0005333333333333856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1533.ply,0.028923076923076902,0.06046153846153972,0.06969230769230614,0.07261538461537964,0.07292307692308178,0.07092307692308486,0.06323076923077631,0.04953846153846708,0.042615384615389384,0.03907692307692745,0.03769230769231191,0.03584615384615786,0.03169230769231124,0.03369230769231146,0.029384615384618673,0.033846153846157634,0.026307692307695252,0.028615384615387818,0.02476923076923354,0.025076923076925883,0.02046153846154075,0.020923076923079265,0.0186153846153867,0.019076923076925212,0.016461538461540304,0.011384615384616659,0.006615384615385356,0.0060000000000006715,0.0030769230769234213,0.00046153846153840217,0.0,0.0,0.009692307692307688,0.01784615384615383,0.040153846153846935,0.12599999999999656,0.09830769230769315,0.09292307692308732,0.09276923076924115,0.09630769230770309,0.08261538461539386,0.07476923076923914,0.06876923076923847,0.0536923076923137,0.07723076923077787,0.06553846153846887,0.0033846153846156524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008923076923076919,0.03507692307692334,0.058307692307693566,0.08338461538461173,0.10476923076923089,0.11400000000001276,0.10769230769231974,0.08600000000000962,0.07615384615385468,0.061692307692314596,0.055692307692313925,0.05461538461539073,0.04323076923077407,0.034153846153849976,0.025538461538464396,0.019692307692309896,0.016769230769232646,0.011076923076924317,0.0032307692307694813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020000000000000005,0.014153846153846144,0.03984615384615437,0.06507692307692448,0.10923076923076211,0.1310769230769342,0.14538461538463165,0.140307692307708,0.12584615384616793,0.10307692307693461,0.0653846153846227,0.03738461538461957,0.017076923076924988,0.0038461538461542766,0.0003076923076922311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005230769230769229,0.03692307692307714,0.08876923076923215,0.13123076923076243,0.16923076923078817,0.18153846153848185,0.17307692307694245,0.12107692307693663,0.0643076923076995,0.023692307692310344,0.004769230769231303,0.00015384615384606004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1490.ply,0.024615384615384598,0.0663076923076936,0.06369230769230641,0.07692307692307165,0.06984615384615833,0.06353846153846865,0.05784615384616032,0.04876923076923623,0.04646153846154366,0.050000000000005596,0.04338461538462024,0.03784615384615808,0.04246153846154321,0.03861538461538894,0.030000000000003357,0.02892307692308016,0.029538461538464844,0.02769230769231079,0.025384615384618225,0.02476923076923354,0.017692307692309672,0.016307692307694133,0.01584615384615562,0.014307692307693909,0.01307692307692454,0.010307692307693461,0.006923076923077698,0.005076923076923645,0.002769230769231079,0.0010769230769230864,0.0009230769230769231,0.005384615384615382,0.019384615384615368,0.027230769230769697,0.03400000000000073,0.033538461538462266,0.05584615384615044,0.0699999999999952,0.07984615384616212,0.08892307692308687,0.09846153846154948,0.10553846153847335,0.11338461538462807,0.12461538461539856,0.09800000000001097,0.04153846153846619,0.0033846153846156524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009846153846153841,0.03292307692307715,0.05061538461538571,0.06461538461538305,0.0735384615384565,0.08553846153846778,0.09876923076924182,0.09615384615385691,0.08676923076924048,0.06030769230769906,0.06046153846154523,0.05692307692308329,0.0606153846153914,0.048461538461543885,0.04661538461538983,0.03476923076923466,0.022153846153848633,0.009230769230770264,0.0016923076923077707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024615384615384616,0.009999999999999993,0.03353846153846184,0.05584615384615505,0.08261538461538105,0.10415384615384599,0.12476923076924473,0.1260000000000141,0.11338461538462807,0.10169230769231907,0.08523076923077877,0.06984615384616166,0.05015384615385177,0.028153846153849305,0.01015384615384729,0.0018461538461540528,0.00015384615384606004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004307692307692307,0.03138461538461546,0.07307692307692465,0.10984615384614779,0.1410769230769332,0.1547692307692481,0.15492307692309426,0.1292307692307837,0.09292307692308732,0.058461538461545004,0.031230769230772726,0.013846153846155396,0.00430769230769279,0.0006153846153845732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1484.ply,0.02923076923076921,0.07061538461538609,0.08476923076922724,0.07846153846153545,0.06738461538462293,0.06400000000000716,0.05753846153846798,0.048615384615390056,0.04507692307692812,0.0372307692307734,0.039692307692312134,0.03461538461538849,0.03307692307692678,0.02892307692308016,0.028000000000003133,0.025538461538464396,0.026307692307695252,0.024000000000002686,0.02184615384615629,0.025230769230772054,0.020923076923079265,0.01892307692307904,0.02184615384615629,0.018000000000002014,0.01615384615384796,0.014000000000001567,0.009076923076924093,0.0060000000000006715,0.004000000000000448,0.0009230769230769154,0.0,0.0,0.004615384615384614,0.04938461538461586,0.102615384615384,0.13892307692307562,0.08415384615385557,0.07723076923077787,0.09107692307693327,0.08276923076924003,0.08107692307693215,0.07076923076923869,0.07507692307693148,0.07138461538462337,0.03338461538461912,0.020923076923079265,0.016461538461540304,0.00015384615384606004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010153846153846149,0.045538461538462055,0.07538461538461647,0.09784615384614714,0.10923076923077765,0.10292307692308844,0.09723076923078011,0.09000000000001007,0.07615384615385468,0.07430769230770062,0.05646153846154478,0.048615384615390056,0.03323076923077295,0.028153846153849305,0.023538461538464173,0.015076923076924764,0.00876923076923175,0.006307692307693014,0.0010769230769230864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026153846153846153,0.02076923076923075,0.05230769230769326,0.09184615384615201,0.13046153846153818,0.15830769230771002,0.1563076923077098,0.14015384615386184,0.09846153846154948,0.06723076923077675,0.04292307692308173,0.019076923076925212,0.012000000000001343,0.004923076923077474,0.0012307692307693685,0.0013846153846154285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00815384615384615,0.04984615384615441,0.11092307692307538,0.16907692307692737,0.19769230769232982,0.1887692307692519,0.14400000000001612,0.08923076923077922,0.03307692307692678,0.008461538461539408,0.0007692307692307443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1479.ply,0.039242752908696554,0.08006310392427643,0.08873989351212319,0.07769670676395254,0.06882271741274493,0.0599487280615314,0.05777953066456809,0.0469335436797515,0.046539144153030954,0.03352395977125111,0.03569315716821442,0.028199566160522993,0.02445277065667728,0.025833169000199385,0.022283573259713974,0.025044369946758183,0.02681916781700089,0.02149477420627277,0.019128377045949163,0.02090317491619187,0.022480773023074274,0.019719976336030065,0.017156379412346157,0.02149477420627277,0.016367580358904954,0.014592782488662248,0.014198382961941647,0.01222638532833864,0.00926838887793413,0.003352395977125,0.005915992900808523,0.026424768290277994,0.0627095247485712,0.0844014987181989,0.11023466771839813,0.09741668309998852,0.07118911457306853,0.07217511338986998,0.06882271741274493,0.08617629658845138,0.0911062906724589,0.06685071977914192,0.05166633800039877,0.037665154801817424,0.037467955038457124,0.028593965687243594,0.0011831985801616929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157759810688227,0.05679353184776232,0.0820351015578772,0.11062906724511523,0.11615066061921708,0.10905146913824626,0.10372707552751809,0.0899230920922971,0.08242950108460567,0.0605403273516123,0.047130743443111855,0.04022875172550133,0.03332676000789081,0.022480773023074274,0.016367580358904954,0.007296391244331124,0.003352395977125111,0.002366397160323608,0.0003943995267204903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037467955038453975,0.03056596332084399,0.09307828830605518,0.139223032932355,0.16130940642872593,0.15361861565767415,0.14139223032933557,0.09781108262670912,0.07316111220667154,0.043975547229347045,0.03234076119108931,0.016564780122265255,0.0065075921908899215,0.004929994084007516,0.0013803983435221046,0.0003943995267204903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016170380595543266,0.0869650956418862,0.18950897258922977,0.24235850916980944,0.20508775389471268,0.1475054229935049,0.07394991126011274,0.028593965687243594,0.007296391244331124,0.0019719976336030065,0.0005915992900807909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1492.ply,0.01862909004060188,0.0523047528063056,0.05970862192500628,0.06854549796990361,0.06854549796990361,0.0587532839742031,0.05445426319560287,0.059469787437303134,0.051349414855502706,0.052065918318602744,0.04919990446620259,0.040124193933602115,0.04705039407690248,0.04418438022450233,0.04322904227370228,0.03630284213040191,0.03319799379030175,0.02770480057320146,0.02292811081920121,0.021972772868401158,0.01647957965130087,0.015046572725100793,0.013374731311200705,0.010508717458800554,0.012180558872700642,0.009553379508000504,0.0054931932171002895,0.0038213518032002014,0.0026271793647001385,0.001194172438500063,0.002149510389300215,0.010986386434201117,0.02149510389300214,0.028421304036303142,0.0324814903272036,0.04896106997850429,0.07905421542870417,0.09887747790780521,0.132553140673507,0.17124432768090903,0.1573919273943083,0.12061141628850636,0.06567948411750346,0.017912586577500944,0.002388344877000126,0.0019106759016001007,0.0014330069262000755,0.002388344877000126,0.0016718414139000881,0.0014330069262000755,0.0009553379508000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010031048483401011,0.042034869835204394,0.07977071889180842,0.09147360878910482,0.09768330546930515,0.09266778122760488,0.09410078815380496,0.08192022928110432,0.0855027465966045,0.08574158108430452,0.08980176737520473,0.06687365655600352,0.04585622163840242,0.021017434917601108,0.009553379508000504,0.0038213518032002014,0.0009553379508000504,0.0007165034631000378,0.0004776689754000252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002388344877000239,0.01456890374970148,0.048005732027705084,0.08430857415810805,0.10532600907570555,0.1401958442799074,0.13159780272270694,0.1196560783377063,0.10914736087890575,0.09696680200620511,0.06615715309290349,0.04824456651540254,0.023405779794601234,0.007881538094100415,0.0033436828278001762,0.0009553379508000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00429902077860043,0.03510866969190357,0.09648913303081005,0.14879388583710784,0.1745880105087092,0.1652734654884087,0.1421065201815075,0.10293766419870543,0.06376880821590336,0.0398853594459021,0.01767375208980093,0.005254358729400277,0.002866013852400151,0.0004776689754000252,0.0002388344877000126,0.0002388344877000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1486.ply,0.0226153846153846,0.04646153846153927,0.06030769230769323,0.07830769230768694,0.07338461538461596,0.06830769230769995,0.06246153846154545,0.05753846153846798,0.04938461538462091,0.04646153846154366,0.04353846153846641,0.040000000000004476,0.041076923076927674,0.038307692307696595,0.03461538461538849,0.03169230769231124,0.029846153846157186,0.02876923076923399,0.026923076923079936,0.020615384615386922,0.01876923076923287,0.01738461538461733,0.01615384615384796,0.014307692307693909,0.009538461538462606,0.00723076923077004,0.006461538461539185,0.005230769230769816,0.002769230769231079,0.0015384615384615996,0.0,0.0,0.0,0.011384615384615378,0.01907692307692306,0.03492307692307765,0.15738461538461,0.10815384615385334,0.08323076923077855,0.08461538461539408,0.08153846153847066,0.07415384615385445,0.07200000000000806,0.06969230769231549,0.11200000000001253,0.07692307692308553,0.014923076923078482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007538461538461535,0.025692307692307716,0.04184615384615475,0.06430769230769241,0.07723076923076394,0.10000000000000517,0.1121538461538587,0.10661538461539655,0.08215384615385535,0.0723076923077004,0.05753846153846798,0.05338461538462136,0.05246153846154433,0.04215384615385087,0.03476923076923466,0.029384615384618673,0.020000000000002238,0.014769230769232422,0.005692307692308218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010769230769230769,0.010769230769230764,0.02476923076923087,0.05246153846153959,0.07353846153845975,0.0979999999999952,0.11938461538462875,0.12661538461539878,0.1303076923077069,0.1201538461538596,0.09492307692308755,0.07569230769231616,0.04630769230769749,0.021076923076925436,0.004461538461538961,0.00046153846153840217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003999999999999999,0.025076923076923056,0.059076923076924304,0.09799999999999662,0.12400000000000236,0.14600000000001634,0.15446153846155575,0.13800000000001544,0.11015384615385848,0.08138461538462449,0.04230769230769704,0.015230769230770935,0.002153846153846395,0.00015384615384606004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1519.ply,0.02799999999999998,0.059076923076924276,0.07615384615384437,0.08199999999999438,0.07553846153846913,0.06738461538462293,0.060153846153852886,0.05092307692308262,0.04169230769231236,0.04353846153846641,0.03492307692308083,0.0361538461538502,0.031230769230772726,0.03446153846154232,0.03015384615384953,0.026615384615387594,0.03369230769231146,0.028307692307695476,0.022615384615387146,0.019384615384617554,0.022307692307694804,0.01892307692307904,0.016307692307694133,0.016615384615386475,0.014769230769232422,0.010769230769231974,0.010000000000001119,0.004923076923077474,0.002769230769231079,0.0006153846153845732,0.0,0.0,0.009692307692307688,0.020615384615384598,0.05969230769230896,0.1326153846153787,0.0923076923076977,0.09015384615385624,0.10076923076924205,0.1036923076923193,0.0898461538461639,0.07400000000000828,0.05353846153846753,0.051230769230774964,0.08092307692308598,0.04076923076923533,0.00015384615384606004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011384615384615378,0.03538461538461571,0.060615384615385924,0.08507692307691885,0.10815384615384788,0.11553846153847447,0.10815384615385826,0.08153846153847066,0.07107692307693103,0.0664615384615459,0.060153846153852886,0.055692307692313925,0.045384615384620464,0.03600000000000403,0.024923076923079712,0.015538461538463277,0.009076923076924093,0.008307692307693237,0.0015384615384615996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002769230769230769,0.013692307692307682,0.042153846153846736,0.07276923076923178,0.10999999999999246,0.14600000000001478,0.1530769230769402,0.15076923076924764,0.12107692307693663,0.08676923076924048,0.05738461538462181,0.029846153846157186,0.011076923076924317,0.002615384615384797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059999999999999975,0.04123076923076956,0.09446153846153901,0.13984615384614996,0.1749230769230965,0.18523076923078996,0.16784615384617263,0.12076923076924428,0.05461538461539073,0.013846153846155396,0.0012307692307692575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1525.ply,0.022998118335772467,0.05435918879364372,0.06376750993100619,0.0750574952958438,0.07254860965920878,0.07129416684088952,0.06063140288521396,0.060213255279109035,0.048923269914276146,0.04704160568680393,0.04223290821659731,0.03721513694333822,0.03596069412502345,0.03930587497386284,0.03177921806397421,0.0324064394731316,0.028434037215134822,0.026343299184610203,0.027806815805977436,0.022579970729665888,0.019025716077774035,0.01630775663809203,0.015471461425882183,0.013798871001462487,0.010244616349570634,0.007944804515993553,0.007735730712941091,0.0043905498641017005,0.0018816642274721573,0.002299811833577081,0.0,0.0,0.01003554254651892,0.024670708760192193,0.03157014426092385,0.04725067948985953,0.13088020071085776,0.0963830232071857,0.08906544010034878,0.09471043278276531,0.08781099728203401,0.08969266150950617,0.08279322600877492,0.08530211164540447,0.08028434037214538,0.04223290821659731,0.007317583106836167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334518084883964,0.02550700397240215,0.05017771273259421,0.07003972402258099,0.08279322600878591,0.1032824587079186,0.11666318210327375,0.09596487560108008,0.08530211164540447,0.07463934768972891,0.05854066485468934,0.049550491323433477,0.05205937696006302,0.042860129625754695,0.035333472715866066,0.024461634957138045,0.017144051850301878,0.010662763955675558,0.0016725904244196954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00083629521220991,0.010244616349571398,0.026134225381559517,0.05226845076311896,0.08718377587288584,0.1106000418147621,0.13485260296883794,0.14007944804514955,0.13004390549863132,0.11185448463306713,0.08446581643319462,0.06063140288521396,0.03282458707923652,0.013798871001462487,0.003972402257996777,0.00020907380305246193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003972402257997072,0.02738866819987443,0.06794898599205465,0.10202801588961326,0.14635166213672982,0.15743257369850389,0.15346017144050705,0.15178758101608736,0.10307338490486373,0.059167886263846725,0.02153460171440358,0.004599623667154162,0.0010453690152623096,0.00020907380305246193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1531.ply,0.029999999999999978,0.05969230769230895,0.0689230769230754,0.07830769230768694,0.07630769230769849,0.06892307692308464,0.05323076923077519,0.04876923076923623,0.0420000000000047,0.047230769230774516,0.040000000000004476,0.03876923076923511,0.03307692307692678,0.032461538461542094,0.031076923076926555,0.02753846153846462,0.028615384615387818,0.03184615384615741,0.02476923076923354,0.024307692307695028,0.026923076923079936,0.022307692307694804,0.017076923076924988,0.01569230769230945,0.010769230769231974,0.008923076923077922,0.0061538461538468425,0.0035384615384619345,0.0018461538461540528,0.0009230769230769154,0.0,0.0,0.0,0.0,0.043384615384615625,0.12784615384615244,0.0903076923076882,0.09030769230770241,0.08061538461539364,0.10446153846155015,0.09153846153847178,0.07953846153847044,0.06461538461539185,0.061538461538468425,0.0792307692307781,0.052923076923082846,0.03369230769231135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123076923076923,0.03769230769230808,0.04876923076923182,0.06876923076922843,0.08630769230768709,0.11030769230770465,0.12200000000001365,0.08723076923077899,0.06969230769231549,0.061384615384622254,0.057230769230775635,0.054307692307698385,0.047076923076928345,0.04338461538462024,0.03215384615384975,0.026461538461541423,0.016769230769232646,0.009230769230770264,0.00892307692307781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002307692307692308,0.013846153846153836,0.04276923076923136,0.07076923076923189,0.09338461538460899,0.11446153846154641,0.12476923076924473,0.13046153846155306,0.12092307692309046,0.10600000000001186,0.0876923076923175,0.05784615384616032,0.028000000000003133,0.006615384615385356,0.00015384615384606004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006769230769230766,0.04092307692307726,0.08000000000000149,0.12446153846153032,0.15323076923078638,0.1626153846154028,0.16092307692309493,0.12307692307693685,0.08553846153847111,0.044000000000004924,0.016769230769232646,0.0016923076923077707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1530.ply,0.029846153846153824,0.06461538461538598,0.0783076923076897,0.0806153846153797,0.06923076923077698,0.06400000000000716,0.0547692307692369,0.05092307692308262,0.04153846153846619,0.039846153846158305,0.03753846153846574,0.029846153846157186,0.03492307692308083,0.03200000000000358,0.03200000000000358,0.02600000000000291,0.0313846153846189,0.027076923076926107,0.023538461538464173,0.024000000000002686,0.025692307692310568,0.01876923076923287,0.02046153846154075,0.017076923076924988,0.015538461538463277,0.011230769230770488,0.00861538461538558,0.006615384615385356,0.0033846153846157634,0.0006153846153845732,0.0016923076923076926,0.005999999999999996,0.018923076923076907,0.03430769230769295,0.04400000000000095,0.13492307692306948,0.10630769230770237,0.08476923076924026,0.07984615384616278,0.08000000000000895,0.0770769230769317,0.06984615384616166,0.06246153846154545,0.06184615384616077,0.08384615384616323,0.0541538461538521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008923076923076919,0.04046153846153884,0.06723076923077068,0.09184615384614832,0.11076923076923567,0.11676923076924384,0.09553846153847223,0.08215384615385535,0.06569230769231504,0.06230769230769928,0.058461538461545004,0.050000000000005596,0.03769230769231191,0.036769230769234884,0.030923076923080384,0.01738461538461733,0.013692307692309225,0.010769230769231974,0.002615384615384797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015384615384615387,0.015692307692307682,0.04276923076923138,0.08030769230769266,0.11507692307691617,0.14323076923078526,0.15753846153847917,0.15492307692309426,0.11338461538462807,0.08415384615385557,0.05384615384615987,0.028307692307695476,0.008153846153847066,0.0010769230769230864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006461538461538459,0.04169230769230804,0.09538461538461579,0.15953846153846019,0.1833846153846359,0.18800000000002104,0.16092307692309493,0.10076923076924205,0.04523076923077429,0.016769230769232646,0.0018461538461539417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
