mesh_name,category,n_vertices,n_faces,d_centroid_origin
m1251.ply,vehicle,3300,6400,0.49494971574314844
m1537.ply,vehicle,1864,6397,0.5023016665115457
m1523.ply,vehicle,3210,6400,0.577835939781535
m1245.ply,vehicle,3410,6816,0.6570300920322436
m1279.ply,vehicle,3539,6399,0.5900083875499265
m1292.ply,vehicle,3643,6400,0.6154610339005979
m1286.ply,vehicle,3898,6848,0.5717228021250725
m1287.ply,vehicle,3508,6399,0.5586551201616399
m1293.ply,vehicle,3320,6160,0.5803039840804727
m1278.ply,vehicle,3357,6400,0.5448629222305759
m1522.ply,vehicle,3567,6399,0.5542719816450948
m1244.ply,vehicle,3108,7072,0.732050263176373
m1250.ply,vehicle,3248,6399,0.6772400261139453
m1536.ply,vehicle,2617,6399,0.6455086337511773
m1132.ply,vehicle,3182,5712,0.6240843660082229
m1126.ply,vehicle,3475,6400,0.6355310243511799
m1495.ply,vehicle,3322,6400,0.5623162462636357
m1481.ply,vehicle,3278,6400,0.5807016199259668
m1318.ply,vehicle,3427,6400,0.5744128834509861
m1456.ply,vehicle,3147,6400,0.5856792358881674
m1330.ply,vehicle,3196,6398,0.5152998628552601
m1324.ply,vehicle,3666,6399,0.7238397261811005
m1442.ply,vehicle,3541,6399,0.46320262531318596
m1419.ply,vehicle,3352,6400,0.5952570330056906
m1343.ply,vehicle,3206,6400,0.7432295987023843
m1425.ply,vehicle,3268,6399,0.44866908437468533
m1431.ply,vehicle,3727,6399,0.5114894931069222
m1357.ply,vehicle,1828,6400,0.5022179658714356
m1380.ply,vehicle,4131,6400,0.7364315369184696
m1394.ply,vehicle,3704,6399,0.5414918981144814
m1169.ply,vehicle,3300,6400,0.49494971574314844
m1141.ply,vehicle,3348,6400,0.6986631144750877
m1155.ply,vehicle,3680,5798,0.6570377340595953
m1182.ply,vehicle,3203,6400,0.7044899272324343
m1196.ply,vehicle,3539,6400,0.7144331560918891
m1579.ply,vehicle,3273,6400,0.5259964641967728
m1237.ply,vehicle,3494,7680,0.7107503100447811
m1551.ply,vehicle,3387,6399,0.5417121947692395
m1545.ply,vehicle,3409,6400,0.5377023739530705
m1223.ply,vehicle,3202,6400,0.5211665354072171
m1586.ply,vehicle,3439,6400,0.4874998042732325
m1587.ply,vehicle,3309,6400,0.5836661207890949
m740.ply,vehicle,4352,7556,0.7589081501174706
m1544.ply,vehicle,3362,6399,0.534486504756999
m1222.ply,vehicle,3201,6398,0.8974970641643847
m1236.ply,vehicle,3169,6400,0.7034701047508399
m1550.ply,vehicle,3393,6399,0.5736460211433899
m1578.ply,vehicle,3245,6400,0.5574050400232842
m1197.ply,vehicle,3766,7744,0.7357486103923417
m1183.ply,vehicle,3593,6400,0.8052474203984352
m1154.ply,vehicle,3220,6400,0.6544123347749641
m1140.ply,vehicle,3354,6399,0.8219809970823428
m1168.ply,vehicle,2904,6400,0.6831583409663424
m1395.ply,vehicle,3589,6400,0.7182945217348677
m1381.ply,vehicle,3355,6399,0.7620998590639277
m1430.ply,vehicle,3823,6400,0.506580791513226
m1356.ply,vehicle,3618,6400,0.6993297488911038
m1342.ply,vehicle,3374,6400,0.7313566376245528
m1424.ply,vehicle,3339,6400,0.5422009533637162
m1418.ply,vehicle,3555,6400,0.5147779382029014
m1368.ply,vehicle,3491,6399,0.5112895598265539
m1354.ply,vehicle,3240,6399,0.7382087305246668
m1432.ply,vehicle,3606,6400,0.4850927719690721
m1426.ply,vehicle,3370,6400,0.5366035682684597
m1340.ply,vehicle,3010,5828,0.7456071839754054
m1397.ply,vehicle,3422,6400,0.5284644804670376
m1383.ply,vehicle,1743,6400,0.7185871824032838
m1156.ply,vehicle,3381,6399,0.6701961461034893
m1142.ply,vehicle,3271,6399,0.5726415117742542
m1195.ply,vehicle,4108,7360,0.7301795237535893
m1181.ply,vehicle,3199,6400,0.7392319563364691
m1208.ply,vehicle,3218,6400,0.5952287311162483
m1220.ply,vehicle,3206,6400,0.7113990893715724
m1546.ply,vehicle,3833,6400,0.5755267690263732
m1552.ply,vehicle,3210,6400,0.5758792085519818
m1234.ply,vehicle,3722,7872,0.6919672832333211
m1585.ply,vehicle,3382,6399,0.5609338247814636
m1584.ply,vehicle,3216,6400,0.632653811027782
m1553.ply,vehicle,4366,7660,0.6154930792217285
m1235.ply,vehicle,3219,6400,0.80727840907569
m1221.ply,vehicle,3215,6400,0.8526066897560757
m1547.ply,vehicle,3609,7040,0.6209028926740844
m1209.ply,vehicle,3849,7680,0.7494976604960565
m1180.ply,vehicle,3201,6400,0.49961294622437374
m1194.ply,vehicle,3576,6400,0.6950400814950398
m1143.ply,vehicle,3336,6574,0.5813629205527662
m1157.ply,vehicle,3574,6399,0.6744854918416238
m1382.ply,vehicle,3188,6399,0.7224726920890602
m1396.ply,vehicle,3395,6399,0.6705763976985983
m1427.ply,vehicle,3753,6400,0.5065955730861463
m1341.ply,vehicle,3226,6400,0.710388674354604
m1355.ply,vehicle,3761,6400,0.7048121646209358
m1433.ply,vehicle,3040,4908,0.510894988505907
m1369.ply,vehicle,3749,6880,0.5233647095625665
m1437.ply,vehicle,3671,6399,0.47890968479989676
m1351.ply,vehicle,3591,6400,0.47633443356586785
m1345.ply,vehicle,3174,6000,0.8128557032159736
m1423.ply,vehicle,7137,6399,0.4436561336548804
m1379.ply,vehicle,3975,7432,0.7092549697336321
m1392.ply,vehicle,3970,6400,0.6507827307317805
m1386.ply,vehicle,3215,6400,0.7127520757646999
m1153.ply,vehicle,3177,6400,0.608270237139453
m1147.ply,vehicle,3179,6400,0.7385948124775849
m1190.ply,vehicle,3037,6400,0.6580776704200888
m1184.ply,vehicle,3174,6400,0.6715106193819441
m1543.ply,vehicle,3571,6399,0.54550365931674
m1225.ply,vehicle,2850,6399,0.6190413305161262
m1231.ply,vehicle,3203,6399,0.5044915072688965
m1557.ply,vehicle,3354,6400,0.5453597233998905
m1219.ply,vehicle,3202,6400,0.6645538047431133
m1580.ply,vehicle,3389,6400,0.5966718897555129
m1581.ply,vehicle,3427,6400,0.504561218495649
m1218.ply,vehicle,3274,6400,0.5147597464092415
m1230.ply,vehicle,3452,6400,0.5124772479892254
m1556.ply,vehicle,2234,6400,0.4865961486048721
m1542.ply,vehicle,4384,7414,0.5629462033220836
m1224.ply,vehicle,3395,6400,0.6564874067224054
m1185.ply,vehicle,3091,6400,0.5896438198407165
m1191.ply,vehicle,3327,6399,0.6289135409732479
m1146.ply,vehicle,3444,6399,0.6586805735141043
m1152.ply,vehicle,3726,6881,0.6879056127349941
m1387.ply,vehicle,3570,7136,0.7273817666268662
m1393.ply,vehicle,3814,7596,0.7310512984042487
m1378.ply,vehicle,3424,6399,0.7165872115989361
m1344.ply,vehicle,4098,7720,0.8192978585558016
m1422.ply,vehicle,4260,7048,0.4220650472100082
m1436.ply,vehicle,3234,6400,0.5051699324901976
m1350.ply,vehicle,4167,7904,0.5400362072769962
m1420.ply,vehicle,3590,6400,0.5708912347472591
m1346.ply,vehicle,3322,6399,0.5461943049807434
m1352.ply,vehicle,3236,6348,0.5962037603775104
m1434.ply,vehicle,3261,6400,0.5963502074044812
m1408.ply,vehicle,3269,6400,0.547814036139489
m1385.ply,vehicle,3581,6399,0.7212715444882505
m1391.ply,vehicle,3452,6399,0.574627430377606
m1144.ply,vehicle,3627,6736,0.5892586987024079
m1150.ply,vehicle,3204,6400,0.6116578737485702
m1178.ply,vehicle,2879,6400,0.6658217971812078
m1187.ply,vehicle,3191,6399,0.7096855136632794
m1193.ply,vehicle,3203,6399,0.45386261248182036
m1554.ply,vehicle,2689,6400,0.6383394467643704
m1232.ply,vehicle,3182,6688,0.7196571986138109
m1226.ply,vehicle,3202,6400,0.4580665792052046
m1540.ply,vehicle,3238,6400,0.5926136894006224
m1568.ply,vehicle,3117,6399,0.4866219958997666
m1583.ply,vehicle,3227,6400,0.5445421968498496
m1582.ply,vehicle,3220,6399,0.5207824565586329
m1569.ply,vehicle,3940,6399,0.4821331991567023
m1227.ply,vehicle,3725,6400,0.7416663012584976
m1541.ply,vehicle,3140,6400,0.6276714092246226
m1555.ply,vehicle,3601,6400,0.5359543583754036
m1233.ply,vehicle,3099,6400,0.6038118880504233
m1192.ply,vehicle,3044,6400,0.7094785321878718
m1186.ply,vehicle,3190,6400,0.618300704033411
m1179.ply,vehicle,3322,6400,0.5134976598738197
m1151.ply,vehicle,3342,6640,0.6964199952947215
m1145.ply,vehicle,3822,6399,0.578024624147397
m1390.ply,vehicle,3401,6400,0.7222895532258219
m1384.ply,vehicle,3780,7460,0.7099341278881226
m1409.ply,vehicle,3554,6399,0.5225738557530113
m1353.ply,vehicle,3261,6399,0.6057477552227272
m1435.ply,vehicle,4211,4887,0.464471746082285
m1421.ply,vehicle,3658,6400,0.6229198767783255
m1347.ply,vehicle,3052,6274,0.564038766212538
m1438.ply,vehicle,3270,6399,0.5533619077206183
m1362.ply,vehicle,4141,6400,0.6571040638652615
m1404.ply,vehicle,3707,6400,0.6498306206087905
m1410.ply,vehicle,4154,6399,0.7798305147064888
m1376.ply,vehicle,3093,6400,0.5866988770497712
m1389.ply,vehicle,3150,6399,0.7067340451445483
m1148.ply,vehicle,3566,6400,0.7083459567284686
m1160.ply,vehicle,3477,6399,0.6578496944374789
m1174.ply,vehicle,3220,6400,0.6717301256435366
m1558.ply,vehicle,3889,6399,0.5335301819756179
m1216.ply,vehicle,3509,7016,0.5208275706332746
m1570.ply,vehicle,3203,6399,0.765791744901286
m1564.ply,vehicle,3173,6399,0.6925727208531957
m1202.ply,vehicle,3218,6400,0.4955123581622529
m1565.ply,vehicle,3972,6400,0.7583481092432413
m1203.ply,vehicle,3203,6399,0.6993932511621355
m1217.ply,vehicle,3240,6399,0.7029785946820599
m1571.ply,vehicle,3380,6400,0.5147950879442719
m1559.ply,vehicle,3390,6399,0.568025655341574
m1175.ply,vehicle,3248,6400,0.5223899423089141
m1161.ply,vehicle,4547,6768,0.738708961978649
m1149.ply,vehicle,3003,5874,0.7012496608762582
m1388.ply,vehicle,3168,6390,0.705902476878896
m1411.ply,vehicle,3329,6400,0.6536104350848108
m1377.ply,vehicle,3992,6400,0.7162536860608174
m1363.ply,vehicle,3835,6399,0.6301835386634583
m1405.ply,vehicle,2807,6399,0.7738294625067111
m1439.ply,vehicle,3206,6399,0.5299945301130506
m1349.ply,vehicle,3555,6400,0.5496278223942861
m1375.ply,vehicle,3121,6400,0.6613828762542502
m1413.ply,vehicle,3325,6400,0.5667867814852203
m1407.ply,vehicle,3099,6073,0.8473153641894374
m1361.ply,vehicle,3251,6399,0.6385886732236494
m1177.ply,vehicle,3207,6400,0.7709517639683694
m1163.ply,vehicle,2244,6398,0.6864699071752141
m1188.ply,vehicle,3210,6400,0.6029161456644174
m1229.ply,vehicle,3388,6422,0.45279397503056834
m1201.ply,vehicle,3751,6399,0.636675585527697
m1567.ply,vehicle,3367,6400,0.6415753298528635
m1573.ply,vehicle,3294,6400,0.5155578687184318
m1215.ply,vehicle,3206,6400,0.7270773616241553
m1572.ply,vehicle,3399,6400,0.4950632989639197
m1214.ply,vehicle,3518,7008,0.49841809540741333
m1200.ply,vehicle,3176,6400,0.6373902861540177
m1566.ply,vehicle,3330,6400,0.7784791496301161
m1228.ply,vehicle,3515,5888,0.7551061371759327
m1189.ply,vehicle,3025,6400,0.7254607050771581
m1162.ply,vehicle,3217,6399,0.6420633689797913
m1176.ply,vehicle,1718,6398,0.6387909633419792
m1406.ply,vehicle,2229,6398,0.7898216972615623
m1360.ply,vehicle,4191,6399,0.5380763096136568
m1374.ply,vehicle,3365,6399,0.6504125647904624
m1412.ply,vehicle,4459,6962,0.6691019265504063
m1348.ply,vehicle,3338,6400,0.5464274804160563
m1416.ply,vehicle,3792,6400,0.6461390957283155
m1370.ply,vehicle,3297,6399,0.6327285718706473
m1364.ply,vehicle,4016,6400,0.7004015005352001
m1402.ply,vehicle,2796,6399,0.7735429064674226
m1358.ply,vehicle,4345,7956,0.6495161446941443
m1172.ply,vehicle,2521,6400,0.7282560545177108
m1166.ply,vehicle,2981,6400,0.6941886826074414
m1199.ply,vehicle,3230,6400,0.6570373970763264
m1562.ply,vehicle,3949,6399,0.661778141713991
m1204.ply,vehicle,3149,6394,0.7081240758455083
m1210.ply,vehicle,3217,6399,0.4906407092710994
m1576.ply,vehicle,3519,7038,0.5147985886780099
m1238.ply,vehicle,3130,6336,0.6980330918411336
m1588.ply,vehicle,4400,7716,0.5805784676451597
m1239.ply,vehicle,3491,6399,0.7317248916393693
m1211.ply,vehicle,3334,6400,0.7955479852081284
m1577.ply,vehicle,3291,6399,0.5415523094059936
m1563.ply,vehicle,3274,6400,0.6664559590844302
m1205.ply,vehicle,3548,6399,0.7661713031743782
m1198.ply,vehicle,3520,7392,0.5387342957909829
m1167.ply,vehicle,4107,6400,0.5415621807125198
m1173.ply,vehicle,3365,6399,0.7579056671232156
m1359.ply,vehicle,3207,6400,0.5987961444276791
m1365.ply,vehicle,3457,6400,0.6580638758553007
m1403.ply,vehicle,3450,6720,0.7381576104732495
m1417.ply,vehicle,3833,6400,0.6785250672079863
m1371.ply,vehicle,3559,6400,0.6164825087267912
m1401.ply,vehicle,3238,6400,0.7743624183169554
m1367.ply,vehicle,3392,6397,0.5407461039322565
m1373.ply,vehicle,3374,6399,0.625918125544435
m1415.ply,vehicle,3302,6399,0.47611417649818355
m1429.ply,vehicle,3750,6400,0.4923531417673853
m1398.ply,vehicle,3249,6399,0.5680146172678776
m1165.ply,vehicle,3364,6400,0.6645948302431617
m1171.ply,vehicle,3110,5622,0.7525444569388327
m1159.ply,vehicle,3726,6881,0.6879056127349941
m1575.ply,vehicle,3314,6399,0.6049016002849368
m1213.ply,vehicle,3194,6400,0.4536495616468352
m1207.ply,vehicle,3370,6399,0.7405431714366254
m1561.ply,vehicle,3264,6399,0.5566388437638465
m1549.ply,vehicle,1777,6398,0.5729118958964184
m1548.ply,vehicle,3409,6400,0.5377023739530705
m1206.ply,vehicle,3139,6400,0.5499951567387376
m1560.ply,vehicle,3090,6400,0.6363671317587936
m1574.ply,vehicle,3780,7402,0.5534222483978138
m1212.ply,vehicle,2947,6397,0.4992016609490316
m1158.ply,vehicle,3177,6400,0.6832825828475737
m1170.ply,vehicle,4427,7591,0.49743694959276485
m1164.ply,vehicle,2936,6398,0.6866808895869044
m1399.ply,vehicle,3307,6400,0.7792588453421655
m1428.ply,vehicle,3863,6400,0.5012398911414672
m1372.ply,vehicle,3366,6344,0.6719413878198249
m1414.ply,vehicle,3559,6398,0.4815922563037386
m1400.ply,vehicle,3574,5323,0.6958619173232617
m1366.ply,vehicle,3258,6400,0.6353159087571326
m1329.ply,vehicle,3252,6399,0.696634528286457
m1467.ply,vehicle,3237,6400,0.5244335415069236
m1301.ply,vehicle,3202,6400,0.6369926592965663
m1315.ply,vehicle,3506,6399,0.6236740611211573
m1473.ply,vehicle,3145,6400,0.6080207762697365
m1498.ply,vehicle,3373,6399,0.5674144467628964
m1249.ply,vehicle,3203,6400,0.7009246520819289
m1513.ply,vehicle,3839,6400,0.6606977531034314
m1275.ply,vehicle,3545,6399,0.5754579757877155
m1261.ply,vehicle,3529,6400,0.7418981588779513
m1507.ply,vehicle,3308,6399,0.5169219699678125
m1260.ply,vehicle,2886,6399,0.5425434174146677
m1506.ply,vehicle,4284,7879,0.6487575121952974
m1512.ply,vehicle,3880,6399,0.665342465843277
m1274.ply,vehicle,3468,6400,0.5983439535984164
m1248.ply,vehicle,3108,6400,0.6722128986465016
m1499.ply,vehicle,3138,6400,0.5660613519057163
m1314.ply,vehicle,3435,6400,0.5732852044224024
m1472.ply,vehicle,3460,6400,0.6250641165827527
m1466.ply,vehicle,3407,6399,0.4645742742816894
m1300.ply,vehicle,2431,6400,0.6280453795956276
m1328.ply,vehicle,3218,6448,0.6494040829024406
m1458.ply,vehicle,3291,6399,0.7081218511672986
m1470.ply,vehicle,3231,6400,0.5104801426418608
m1316.ply,vehicle,3393,6400,0.5960447025435447
m1302.ply,vehicle,3981,7528,0.5402429133017372
m1464.ply,vehicle,3306,6399,0.5131291298489877
m1128.ply,vehicle,3399,6399,0.7234930774040861
m1538.ply,vehicle,3210,6400,0.5593114471252191
m1504.ply,vehicle,3147,6399,0.5990040852620605
m1262.ply,vehicle,3565,6400,0.7411413383336672
m1276.ply,vehicle,3753,6399,0.5367625593634089
m1510.ply,vehicle,3132,6399,0.5216532465457674
m1289.ply,vehicle,3332,6399,0.6140284095499559
m1288.ply,vehicle,3493,6400,0.6165230009345753
m1277.ply,vehicle,3366,6400,0.5495635305759728
m1511.ply,vehicle,3229,6400,0.6699880610025323
m1505.ply,vehicle,3396,6400,0.48362319274848975
m1263.ply,vehicle,3543,6399,0.8216723862518591
m1539.ply,vehicle,3196,6400,0.5067790906939011
m1129.ply,vehicle,3351,6272,0.7149674596914622
m1303.ply,vehicle,3246,6416,0.5834009741093928
m1465.ply,vehicle,4086,6399,0.5087336973777257
m1471.ply,vehicle,4179,6399,0.5558777521055124
m1317.ply,vehicle,3420,6399,0.5672918327107532
m1459.ply,vehicle,3328,6399,0.504231224237509
m1313.ply,vehicle,3430,6400,0.609740144168253
m1475.ply,vehicle,3181,6399,0.5842741617996412
m1461.ply,vehicle,4161,6400,0.6750970826538567
m1307.ply,vehicle,3356,6400,0.6846523511127848
m1449.ply,vehicle,3200,6400,0.6002942466090865
m1139.ply,vehicle,4171,6399,0.6316547587331737
m1267.ply,vehicle,3551,6400,0.6990181929981883
m1501.ply,vehicle,3304,6400,0.6540377941511101
m1515.ply,vehicle,3295,6256,0.6577828071817178
m1273.ply,vehicle,3278,6399,0.6074574764379586
m1529.ply,vehicle,4161,7412,0.5687946379113582
m739.ply,vehicle,3230,6496,0.745239756357614
m1298.ply,vehicle,3266,6400,0.5603818143863689
m1299.ply,vehicle,3610,6397,0.7083847599645618
m738.ply,vehicle,3393,6399,0.786661886345171
m1528.ply,vehicle,3529,6400,0.5791005116557459
m1514.ply,vehicle,3412,6400,0.6192623466315014
m1272.ply,vehicle,4228,6400,0.55856324192103
m1266.ply,vehicle,3408,5808,0.6025817230411042
m1500.ply,vehicle,3214,6400,0.5672425258787982
m1138.ply,vehicle,3521,6399,0.7088866213515592
m1448.ply,vehicle,3237,6399,0.47749633214604204
m1460.ply,vehicle,3338,6400,0.6281727141315184
m1306.ply,vehicle,2971,6400,0.7804275070593989
m1312.ply,vehicle,3054,5888,0.6280294143027033
m1474.ply,vehicle,3885,6400,0.6229412511295193
m1304.ply,vehicle,3218,6400,0.6067670050793096
m1462.ply,vehicle,3361,6400,0.586380724563122
m1476.ply,vehicle,3178,6400,0.5951958235621929
m1310.ply,vehicle,3228,6400,0.7248452947575539
m1338.ply,vehicle,3282,6399,0.9039365509069782
m1489.ply,vehicle,3208,6400,0.6159938192908334
m1270.ply,vehicle,3883,7232,0.5500915772567956
m1516.ply,vehicle,3077,6399,0.5972682862183729
m1502.ply,vehicle,4970,7120,0.5701192023182751
m1264.ply,vehicle,4282,7984,0.7353860461926047
m1258.ply,vehicle,3666,6399,0.5423113660299498
m1259.ply,vehicle,3751,6399,0.636675585527697
m1503.ply,vehicle,3499,6400,0.36160643518377805
m1265.ply,vehicle,3383,6400,0.7406128523423204
m1271.ply,vehicle,3422,6400,0.5397299573903547
m1517.ply,vehicle,3878,7448,0.5596022473763449
m1488.ply,vehicle,3463,6399,0.622235466616956
m1339.ply,vehicle,1966,6400,0.7314896483871879
m1477.ply,vehicle,3421,6399,0.610973242717154
m1311.ply,vehicle,3202,6400,0.6772144521490667
m1305.ply,vehicle,3221,6400,0.5704712304942858
m1463.ply,vehicle,3216,6400,0.5023459915037904
m1056.ply,plant,9257,6400,0.7408368077203445
m1042.ply,plant,12367,6399,0.9197418733914094
m1095.ply,plant,3846,5780,0.9703898115579261
m1081.ply,plant,8714,6400,0.6531943524169709
m1080.ply,plant,15875,6400,0.6919857888792453
m1094.ply,plant,3818,5760,0.8105596491267005
m1043.ply,plant,10246,6400,0.8699795284489084
m1057.ply,plant,3210,6398,0.8116601762102201
m1069.ply,plant,7342,6400,0.8890323643010325
m1041.ply,plant,12317,6400,0.8885876093719611
m1055.ply,plant,14585,6400,0.8024266514194685
m1082.ply,plant,3213,6400,0.49094886300173257
m1096.ply,plant,3039,5504,0.6778966421151683
m1097.ply,plant,4250,7936,0.6898060127873953
m1083.ply,plant,12548,6400,0.635739661665156
m1054.ply,plant,12752,6042,0.8359249009964587
m1040.ply,plant,10036,6400,0.7407904440430293
m1068.ply,plant,4464,7568,0.8505106887951797
m1044.ply,plant,4922,6399,0.6814415597170834
m1050.ply,plant,6833,6400,0.6786865030949567
m1078.ply,plant,4383,6400,0.5974664780348201
m1087.ply,plant,8711,6400,0.6349064599165909
m1093.ply,plant,4330,7816,0.9927518568448991
m1092.ply,plant,3218,6400,0.9097145686126993
m1086.ply,plant,5980,6399,0.5324400952631374
m1079.ply,plant,3223,6400,0.5083238748053975
m1051.ply,plant,7092,6400,0.7262778671873544
m1045.ply,plant,9823,6400,0.7553568678162202
m1053.ply,plant,2921,6397,0.7403956584598484
m1047.ply,plant,9336,6400,0.564800643926078
m1090.ply,plant,3218,6400,0.7834289534691793
m1084.ply,plant,12103,6400,0.5776993905584795
m1085.ply,plant,12630,6400,0.6283793369833919
m1091.ply,plant,3917,6400,0.8217117993516694
m1046.ply,plant,2921,6397,0.7403956584598484
m1052.ply,plant,4135,6400,0.9457247930458734
m1009.ply,plant,5075,6400,0.5979807064724887
m1035.ply,plant,3359,6399,0.7069397200642505
m1021.ply,plant,4793,6400,0.7525790193750246
m966.ply,plant,7920,5280,0.7241075181849296
m972.ply,plant,4870,5647,0.6309433675081441
m999.ply,plant,3728,5108,0.630021046477379
m998.ply,plant,4134,7648,0.5007693511231227
m973.ply,plant,6166,6400,0.6737208574248799
m967.ply,plant,6419,6399,0.543802375823154
m1020.ply,plant,5609,6400,0.7788345419168229
m1034.ply,plant,3441,6816,0.43152288537009453
