mesh_name,category,n_vertices,n_faces,d_centroid_origin
m1531.ply,vehicle,2170,4060,0.5483574591544481
m1280.ply,vehicle,249,324,0.5362778468649583
m1294.ply,vehicle,257,352,0.5530686980495145
m1295.ply,vehicle,204,244,0.5630140393745856
m1281.ply,vehicle,415,692,0.5601032604879269
m1256.ply,vehicle,9396,18363,0.6306023102642245
m1530.ply,vehicle,1268,2286,0.5718900663431048
m1524.ply,vehicle,1517,3014,0.5640668940431327
m1242.ply,vehicle,380,608,0.6999672228362429
m1518.ply,vehicle,7376,14482,0.5439052055906636
m1134.ply,vehicle,338,512,0.559810747974038
m1487.ply,vehicle,7454,15436,0.5793882390548126
m1322.ply,vehicle,675,1270,0.7073901505638667
m1444.ply,vehicle,6251,11722,0.5465489850384873
m1450.ply,vehicle,98,156,0.5343559041530888
m1336.ply,vehicle,1191,2319,0.701375695123341
m1478.ply,vehicle,2769,5049,0.5635849362101255
m1332.ply,vehicle,496,923,0.6267003450065773
m1454.ply,vehicle,325,598,0.6874451601919455
m1440.ply,vehicle,4230,5977,0.5866350194659713
m1326.ply,vehicle,1545,2709,0.672567311812166
m1468.ply,vehicle,467,684,0.5129658098470482
m1497.ply,vehicle,3655,7234,0.5282260836161969
m1130.ply,vehicle,2295,4520,0.7917547776206402
m1124.ply,vehicle,390,572,0.5823520251579266
m1118.ply,vehicle,10676,20408,0.5861718349750977
m1246.ply,vehicle,366,784,0.7250262052524882
m1520.ply,vehicle,378,904,0.5640014971581971
m1534.ply,vehicle,14919,36397,0.6104690453186318
m1252.ply,vehicle,3070,4854,0.660399176859628
m1508.ply,vehicle,4332,10492,0.5775295973891881
m1285.ply,vehicle,802,1408,0.5562140302905659
m1291.ply,vehicle,272,444,0.5904004830206433
m1290.ply,vehicle,279,372,0.545155578886027
m1284.ply,vehicle,6298,11608,0.532431525144687
m1535.ply,vehicle,15171,29304,0.5688909059563146
m1253.ply,vehicle,348,476,0.7134773190474083
m1247.ply,vehicle,775,1546,0.6854959177645513
m1521.ply,vehicle,308,580,0.5779472957022898
m1119.ply,vehicle,863,1550,0.6144919133748484
m1125.ply,vehicle,434,656,0.6002262343700029
m1131.ply,vehicle,482,768,0.5917118870761957
m1482.ply,vehicle,15288,29064,0.5778207995189877
m1496.ply,vehicle,8403,16736,0.5589807278849687
m1469.ply,vehicle,1724,3176,0.5232649752301565
m1441.ply,vehicle,3150,4116,0.5194127819807961
m1327.ply,vehicle,7498,14167,0.5640581144476811
m1333.ply,vehicle,439,900,0.643389220452776
m1455.ply,vehicle,314,576,0.5886629650715994
m1325.ply,vehicle,1545,2438,0.6752851065629506
m1443.ply,vehicle,33374,65182,0.5289325339110751
m1457.ply,vehicle,2333,4485,0.5659428235390535
m1331.ply,vehicle,51,51,0.7447594344314589
m1319.ply,vehicle,598,1004,0.5683328545582724
m1480.ply,vehicle,9543,18238,0.6482444974514309
m1494.ply,vehicle,830,2016,0.5870467774973063
m1127.ply,vehicle,354,520,0.57471571564415
m1133.ply,vehicle,624,1024,0.6119415636271712
m1251.ply,vehicle,1198,2237,0.49494971778248287
m1537.ply,vehicle,381,1416,0.5168990350840746
m1523.ply,vehicle,1830,3640,0.577835936849222
m1245.ply,vehicle,215,426,0.6570300920404741
m1279.ply,vehicle,734,1204,0.5900673678604148
m1292.ply,vehicle,2911,5036,0.6154610325006664
m1286.ply,vehicle,334,428,0.5717227995137882
m1287.ply,vehicle,714,1188,0.5587116565693439
m1293.ply,vehicle,902,1540,0.5803039867486367
m1278.ply,vehicle,2304,4344,0.5448629177063865
m1522.ply,vehicle,2669,4713,0.5542719834191108
m1244.ply,vehicle,186,442,0.7320502706657079
m1250.ply,vehicle,2539,4970,0.6772661580200867
m1536.ply,vehicle,1503,3653,0.6455086327499874
m1132.ply,vehicle,882,1428,0.6240843604216915
m1126.ply,vehicle,770,1316,0.6356239737847003
m1495.ply,vehicle,6863,13402,0.5628827862844988
m1481.ply,vehicle,547,1038,0.5806228105462754
m1318.ply,vehicle,1162,2056,0.5744128761901783
m1456.ply,vehicle,497,935,0.5865385959394945
m1330.ply,vehicle,294,578,0.5099512633720044
m1442.ply,vehicle,6859,12554,0.462710382913545
m1419.ply,vehicle,2338,4420,0.5952570289148844
m1343.ply,vehicle,178,344,0.7432888354094593
m1425.ply,vehicle,6315,12533,0.4482018191634909
m1431.ply,vehicle,674,960,0.511515941385259
m1357.ply,vehicle,9664,32216,0.5115774482258035
m1380.ply,vehicle,11926,20996,0.7360254232572766
m1394.ply,vehicle,10236,19698,0.5415248676703639
m1169.ply,vehicle,1198,2237,0.49494971778248287
m1141.ply,vehicle,11819,23138,0.6987185138190574
m1155.ply,vehicle,3680,5798,0.6570377293959824
m1182.ply,vehicle,179,354,0.704230848077084
m1196.ply,vehicle,523,804,0.7144816723676456
m1579.ply,vehicle,6906,13359,0.5239588722881506
m1237.ply,vehicle,212,480,0.7107503099507564
m1551.ply,vehicle,18528,35465,0.5416090618883955
m1545.ply,vehicle,8056,14914,0.538668863626133
m1223.ply,vehicle,1117,2230,0.5211665315235714
m1586.ply,vehicle,5520,10614,0.48716632145176353
m1587.ply,vehicle,4658,8999,0.5837017223582036
m740.ply,vehicle,4352,7556,0.7589081502804998
m1222.ply,vehicle,332,612,0.8965061988949081
m1236.ply,vehicle,396,828,0.7182614726841122
m1550.ply,vehicle,9368,17526,0.574177145800396
m1578.ply,vehicle,333,574,0.5574050355495076
m1197.ply,vehicle,235,484,0.7357486075811652
m1183.ply,vehicle,520,780,0.8052541818826987
m1154.ply,vehicle,520,1000,0.6543930899834032
m1140.ply,vehicle,13908,27087,0.8218785396648727
m1168.ply,vehicle,500,1106,0.7219464412758961
m1395.ply,vehicle,818,1221,0.7183511747629564
m1381.ply,vehicle,13861,28037,0.7528323431915183
m1430.ply,vehicle,774,1032,0.5065869867093181
m1356.ply,vehicle,1946,3301,0.6993297473535586
m1342.ply,vehicle,1252,2305,0.7315066654346668
m1424.ply,vehicle,760,1244,0.5418688428908363
m1418.ply,vehicle,477,760,0.514699890990721
m1368.ply,vehicle,31247,59746,0.5107345733584994
m1354.ply,vehicle,5720,11368,0.7381746614764483
m1432.ply,vehicle,573,822,0.48508413471818757
m1426.ply,vehicle,27142,53728,0.547653816501039
m1340.ply,vehicle,778,1457,0.7456071710708674
m1397.ply,vehicle,10065,18674,0.5273614922834768
m1383.ply,vehicle,8722,31296,0.7177399254528823
m1156.ply,vehicle,1333,2472,0.6694840706490648
m1142.ply,vehicle,1322,2498,0.5726926269548989
m1195.ply,vehicle,340,460,0.7301795217530413
m1181.ply,vehicle,410,816,0.7392356198114
m1208.ply,vehicle,308,519,0.5952536537104461
m1220.ply,vehicle,437,862,0.7120159997840075
m1546.ply,vehicle,9068,15012,0.5766002651846309
m1552.ply,vehicle,5247,10474,0.5759430732913006
m1234.ply,vehicle,236,492,0.6919672824238761
m1585.ply,vehicle,5303,10241,0.5609290243962723
m1584.ply,vehicle,174,316,0.6328934183195546
m1553.ply,vehicle,1239,1915,0.6154930565538242
m1235.ply,vehicle,193,376,0.8106469237304773
m1221.ply,vehicle,372,688,0.8495483094066272
m1547.ply,vehicle,249,440,0.620902887284192
m1209.ply,vehicle,243,480,0.7494976603523151
m1180.ply,vehicle,531,1058,0.49931388000029614
m1194.ply,vehicle,757,1188,0.6950409296258747
m1143.ply,vehicle,3336,6574,0.5813629242139533
m1157.ply,vehicle,1264,2088,0.6744854944880844
m1382.ply,vehicle,7006,14044,0.7225030623219025
m1396.ply,vehicle,1353,2476,0.6705742872701486
m1427.ply,vehicle,757,1084,0.5060986598524482
m1341.ply,vehicle,424,824,0.7103886675455725
m1355.ply,vehicle,7730,13354,0.7042645729819261
m1433.ply,vehicle,926,1227,0.5108949867299135
m1369.ply,vehicle,1004,1720,0.5233647131180071
m1437.ply,vehicle,658,930,0.4794642240616165
m1351.ply,vehicle,12987,24466,0.4762742219544501
m1345.ply,vehicle,3174,6000,0.8128556977872526
m1423.ply,vehicle,15183,13902,0.4432357900040689
m1379.ply,vehicle,1017,1858,0.7092549711998194
m1392.ply,vehicle,14112,26014,0.6515666556591492
m1386.ply,vehicle,1707,3384,0.712751846887633
m1153.ply,vehicle,740,1478,0.6082621902469728
m1147.ply,vehicle,1149,2320,0.7389139409109694
m1190.ply,vehicle,142,318,0.7264127077376059
m1184.ply,vehicle,182,382,0.7262996742855026
m1543.ply,vehicle,386,548,0.545503657075658
m1225.ply,vehicle,183,340,0.6190095647644612
m1231.ply,vehicle,79,132,0.5045930744173418
m1557.ply,vehicle,8489,16656,0.545414217723638
m1219.ply,vehicle,184,364,0.6645512591615025
m1580.ply,vehicle,1400,2568,0.5966718892256959
m1581.ply,vehicle,11298,22000,0.5055291426541093
m1218.ply,vehicle,224,400,0.5147597460397401
m1230.ply,vehicle,2360,4325,0.5124772458149363
m1542.ply,vehicle,4384,7414,0.5629462052601332
m1224.ply,vehicle,559,944,0.6564016523755107
m1185.ply,vehicle,152,338,0.6413835425496177
m1191.ply,vehicle,1295,2444,0.6289120308491442
m1146.ply,vehicle,1700,3016,0.6586850445349148
m1152.ply,vehicle,3726,6881,0.6879056191369822
m1387.ply,vehicle,225,446,0.7273817696101903
m1393.ply,vehicle,1020,1899,0.7310512916999614
m1378.ply,vehicle,2059,3804,0.716591303022677
m1344.ply,vehicle,1061,1930,0.8192978567104049
m1422.ply,vehicle,1289,1762,0.4220650422959947
m1436.ply,vehicle,1704,3340,0.5050165371656807
m1350.ply,vehicle,1097,1976,0.5400361909787883
m1420.ply,vehicle,10210,19631,0.5706544211208027
m1346.ply,vehicle,742,1375,0.5463997865349735
m1352.ply,vehicle,3236,6348,0.5962037688240293
m1434.ply,vehicle,600,1077,0.5970150345933325
m1408.ply,vehicle,1293,2496,0.5477040964828694
m1385.ply,vehicle,11132,20663,0.7212654677360129
m1391.ply,vehicle,1638,2978,0.5746274276540296
m1144.ply,vehicle,3627,6736,0.5892586890014513
m1150.ply,vehicle,618,1228,0.6116682018481479
m1178.ply,vehicle,258,572,0.6761394544234545
m1187.ply,vehicle,299,596,0.7096855050524129
m1193.ply,vehicle,1019,2030,0.4538300789807981
m1554.ply,vehicle,1558,3762,0.6407093183122037
m1232.ply,vehicle,203,418,0.7196571924588709
m1226.ply,vehicle,161,318,0.45805514153479987
m1540.ply,vehicle,8468,16860,0.5927187583900816
m1568.ply,vehicle,4941,10000,0.4863559314364336
m1583.ply,vehicle,309,573,0.5449068856785365
m1582.ply,vehicle,8235,16328,0.5215337996027035
m1569.ply,vehicle,9579,16122,0.4822333004041713
m1227.ply,vehicle,265,324,0.7413331442902037
m1555.ply,vehicle,16607,30255,0.5395961836939469
m1233.ply,vehicle,233,516,0.6403911720167521
m1192.ply,vehicle,242,517,0.7404358666285428
m1186.ply,vehicle,728,1454,0.6182653276992731
m1179.ply,vehicle,1203,2082,0.4971266947783037
m1151.ply,vehicle,856,1660,0.6964199977082743
m1145.ply,vehicle,37609,73748,0.5786611683585634
m1390.ply,vehicle,2097,3941,0.7223880571186782
m1384.ply,vehicle,3780,7460,0.7099341277310776
m1409.ply,vehicle,769,1277,0.5225755320655222
m1353.ply,vehicle,2124,4147,0.6056666508770795
m1435.ply,vehicle,4211,4887,0.46447174745489783
m1421.ply,vehicle,2476,4188,0.6229198749356336
m1347.ply,vehicle,3052,6274,0.5640387632496728
m1438.ply,vehicle,1309,2454,0.5501097805085496
m1362.ply,vehicle,13685,22929,0.6572137036755259
m1404.ply,vehicle,33128,62933,0.6479655592887189
m1410.ply,vehicle,5986,9528,0.7732008892642087
m1376.ply,vehicle,467,944,0.5866575433655475
m1389.ply,vehicle,563,1140,0.7406361543348546
m1148.ply,vehicle,6233,11365,0.7083856116580699
m1160.ply,vehicle,13568,24430,0.6580979779546178
m1174.ply,vehicle,281,552,0.6717301186249511
m1558.ply,vehicle,6936,11791,0.5332434195931925
m1216.ply,vehicle,879,1754,0.5208275678034758
m1570.ply,vehicle,1445,3479,0.6906909466426207
m1564.ply,vehicle,1346,2697,0.6880066842252203
m1202.ply,vehicle,684,1332,0.49554580838950524
m1565.ply,vehicle,8998,14948,0.7584049615956058
m1203.ply,vehicle,438,874,0.6994506816010437
m1217.ply,vehicle,305,594,0.703205418619646
m1571.ply,vehicle,12205,23350,0.5157895314815318
m1559.ply,vehicle,15606,30000,0.5700238937647137
m1175.ply,vehicle,2344,4592,0.5223899428651735
m1161.ply,vehicle,1486,1692,0.7387089583630988
m1149.ply,vehicle,3003,5874,0.7012496612157677
m1388.ply,vehicle,422,789,0.7059376725262336
m1411.ply,vehicle,777,1368,0.6535986092024051
m1363.ply,vehicle,28709,36002,0.6343349538960433
m1405.ply,vehicle,209,616,0.7738294395517659
m1439.ply,vehicle,428,848,0.5298093644980594
m1349.ply,vehicle,432,640,0.549627813506173
m1375.ply,vehicle,1694,3431,0.6530779761958273
m1413.ply,vehicle,324,566,0.5667867765252953
m1407.ply,vehicle,3099,6073,0.8473153552058715
m1361.ply,vehicle,1038,2008,0.6385886730814698
m1177.ply,vehicle,507,1010,0.7709701022323017
m1163.ply,vehicle,1013,2778,0.6833732169052963
m1188.ply,vehicle,279,538,0.6029161482527586
m1229.ply,vehicle,3388,6422,0.45279397239369834
m1201.ply,vehicle,6739,11310,0.6367935033745142
m1567.ply,vehicle,162,216,0.6412637955724081
m1573.ply,vehicle,1461,2788,0.5155904049045777
m1215.ply,vehicle,160,308,0.7272396727685243
m1572.ply,vehicle,9613,18340,0.4962212054032235
m1214.ply,vehicle,882,1752,0.498418090507941
m1200.ply,vehicle,197,450,0.7102851929019811
m1566.ply,vehicle,23624,46968,0.7787719607875051
m1228.ply,vehicle,329,368,0.7551061333934092
m1189.ply,vehicle,247,578,0.745658984452907
m1162.ply,vehicle,2868,5706,0.6421318717935293
m1176.ply,vehicle,213,642,0.6834648428366926
m1406.ply,vehicle,259,894,0.7898216893187118
m1360.ply,vehicle,2904,4231,0.5426627311330477
m1374.ply,vehicle,8067,15517,0.6502671817223764
m1412.ply,vehicle,4459,6962,0.6691019289934319
m1348.ply,vehicle,747,1382,0.5464222610201458
m1416.ply,vehicle,11060,20920,0.6460897169079769
m1370.ply,vehicle,1748,3401,0.6284175057579366
m1364.ply,vehicle,9015,18251,0.6866649483130188
m1402.ply,vehicle,209,616,0.7735428656679741
m1358.ply,vehicle,1196,1989,0.6495161415999778
m1172.ply,vehicle,1965,4928,0.7279949065865593
m1166.ply,vehicle,349,772,0.7291596081798714
m1199.ply,vehicle,602,1146,0.6492114717967422
m1562.ply,vehicle,11902,21840,0.6613250384759465
m1204.ply,vehicle,277,588,0.7433490140928515
m1210.ply,vehicle,577,1145,0.4906943632306114
m1576.ply,vehicle,3519,7038,0.5147985795121128
m1238.ply,vehicle,196,396,0.698033089319111
m1588.ply,vehicle,4400,7716,0.5805784726671052
m1239.ply,vehicle,428,676,0.7317268040473496
m1211.ply,vehicle,486,852,0.7955509715016684
m1577.ply,vehicle,4946,9918,0.5409212323304233
m1563.ply,vehicle,616,1114,0.664471175812203
m1205.ply,vehicle,369,556,0.7661713076256835
m1198.ply,vehicle,223,462,0.5387342979780074
m1167.ply,vehicle,2838,3992,0.540195289262
m1173.ply,vehicle,2572,4856,0.7579056568613831
m1359.ply,vehicle,265,508,0.5987961394114906
m1365.ply,vehicle,718,1196,0.6580638718578469
m1403.ply,vehicle,890,1680,0.7381576089182368
m1417.ply,vehicle,9534,17822,0.6784944786695826
m1371.ply,vehicle,1558,2565,0.6169730762346981
m1401.ply,vehicle,13609,27535,0.7743707228319664
m1367.ply,vehicle,26270,51359,0.5426753476941161
m1373.ply,vehicle,6089,11598,0.6750907309846716
m1415.ply,vehicle,6373,12561,0.4762489564283162
m1429.ply,vehicle,749,1039,0.49257498623104523
m1398.ply,vehicle,4509,8748,0.5686578590260126
m1165.ply,vehicle,448,768,0.6645299388819591
m1171.ply,vehicle,3110,5622,0.7525444552601426
m1159.ply,vehicle,3726,6881,0.6879056191369822
m1213.ply,vehicle,252,504,0.4536495561329565
m1207.ply,vehicle,412,669,0.7405346924668178
m1561.ply,vehicle,332,558,0.5567349367109022
m1549.ply,vehicle,381,1416,0.5725165499957171
m1548.ply,vehicle,8056,14914,0.538668863626133
m1206.ply,vehicle,99,134,0.5451800962039461
m1560.ply,vehicle,21686,43584,0.6362068970555459
m1574.ply,vehicle,3780,7402,0.5534222472671511
m1212.ply,vehicle,1173,2513,0.49701028711790973
m1158.ply,vehicle,336,608,0.6856993290528481
m1170.ply,vehicle,4427,7591,0.497436951849267
m1164.ply,vehicle,272,620,0.7181444634985629
m1399.ply,vehicle,357,613,0.7761992482715006
m1428.ply,vehicle,817,1083,0.5012373236430439
m1372.ply,vehicle,3366,6344,0.6719413891636256
m1414.ply,vehicle,10185,19743,0.48562134447873706
m1400.ply,vehicle,3574,5323,0.6958619152731493
m1366.ply,vehicle,568,1067,0.6398289115134875
m1329.ply,vehicle,665,1243,0.6960122481290705
m1467.ply,vehicle,574,1076,0.5244041839049877
m1301.ply,vehicle,74,144,0.6369926505839186
m1315.ply,vehicle,510,844,0.6236684183528326
m1473.ply,vehicle,2192,4448,0.6080209508764663
m1498.ply,vehicle,5514,10500,0.5654101991774583
m1249.ply,vehicle,310,616,0.7009056045842793
m1513.ply,vehicle,13106,20844,0.6628567071063952
m1275.ply,vehicle,204,272,0.5754635733633853
m1261.ply,vehicle,431,652,0.741908537178727
m1507.ply,vehicle,6514,12769,0.5181272541886234
m1260.ply,vehicle,6906,14563,0.542909717297657
m1506.ply,vehicle,4284,7879,0.6487575089926987
m1512.ply,vehicle,6808,11468,0.6656720518134946
m1274.ply,vehicle,426,684,0.5984434386939972
m1248.ply,vehicle,296,558,0.6721994441776897
m1499.ply,vehicle,15418,31813,0.566462804149816
m1314.ply,vehicle,1644,2996,0.5731191774873018
m1472.ply,vehicle,524,846,0.6247797351287899
m1466.ply,vehicle,9706,18939,0.4642078317392689
m1300.ply,vehicle,39,76,0.6063954285123473
m1328.ply,vehicle,3218,6448,0.6494040890433238
m1458.ply,vehicle,2430,4698,0.7080398656101012
m1470.ply,vehicle,145,270,0.5100646865733452
m1316.ply,vehicle,396,682,0.5960447037162765
m1302.ply,vehicle,1058,1882,0.5402429117919714
m1464.ply,vehicle,2873,5534,0.513127852118638
m1128.ply,vehicle,718,1232,0.7234930830626545
m1538.ply,vehicle,1830,3640,0.5593114454681227
m1504.ply,vehicle,1621,3269,0.5982330031491018
m1262.ply,vehicle,646,1032,0.7413153688714661
m1276.ply,vehicle,236,256,0.5367468786720488
m1289.ply,vehicle,5078,9746,0.6136344931781301
m1288.ply,vehicle,1502,2674,0.6165230031379079
m1277.ply,vehicle,2239,4224,0.5495635274860088
m1511.ply,vehicle,10604,20577,0.6673802242984734
m1505.ply,vehicle,10969,21007,0.4842173443135437
m1263.ply,vehicle,1244,2092,0.8216723842043122
m1539.ply,vehicle,8254,16515,0.5067816563614664
m1129.ply,vehicle,3351,6272,0.7149674545663142
m1303.ply,vehicle,234,401,0.5834009755588243
m1465.ply,vehicle,6923,10583,0.5087667369018629
m1471.ply,vehicle,2511,3552,0.5553011395681623
m1317.ply,vehicle,1176,2060,0.5672918245907451
m1459.ply,vehicle,331,531,0.50507085280966
m1313.ply,vehicle,1610,2952,0.6097401453491978
m1475.ply,vehicle,6045,12065,0.5844128169304117
m1461.ply,vehicle,12526,23024,0.6347991551320308
m1307.ply,vehicle,17766,34708,0.6856958674810759
m1449.ply,vehicle,330,660,0.6002495231446421
m1139.ply,vehicle,2920,4234,0.6316547616628521
m1267.ply,vehicle,230,335,0.709712144689843
m1501.ply,vehicle,23803,47613,0.6505656213057189
m1515.ply,vehicle,250,391,0.65778280795645
m1273.ply,vehicle,475,924,0.6074574678406194
m1529.ply,vehicle,4161,7412,0.5687946387658038
m739.ply,vehicle,794,1624,0.7452397581933246
m1298.ply,vehicle,301,542,0.5603913797400674
m1299.ply,vehicle,210,264,0.7072302159853506
m738.ply,vehicle,413,700,0.7866400571434287
m1528.ply,vehicle,18656,37254,0.5779885393699182
m1514.ply,vehicle,18662,36856,0.6189185912826968
m1272.ply,vehicle,6594,11580,0.572788920829967
m1266.ply,vehicle,3408,5808,0.6025817226460817
m1500.ply,vehicle,1644,3260,0.5672425256954208
m1138.ply,vehicle,2050,3586,0.710286654838792
m1448.ply,vehicle,182,328,0.4776300986630963
m1460.ply,vehicle,4892,9510,0.6282544188500214
m1306.ply,vehicle,8547,17806,0.7794638049103302
m1312.ply,vehicle,222,368,0.628029413589071
m1474.ply,vehicle,2811,4454,0.6228936928574842
m1304.ply,vehicle,1066,2094,0.6067670055706278
m1462.ply,vehicle,4916,9500,0.5863851936887329
m1476.ply,vehicle,436,916,0.5822936787647838
m1310.ply,vehicle,1362,2668,0.7247780178603351
m1338.ply,vehicle,8761,16960,0.9037318127017385
m1489.ply,vehicle,1684,3352,0.6159938183679918
m1270.ply,vehicle,295,452,0.5500915719449259
m1516.ply,vehicle,12279,24863,0.5972715785089237
m1502.ply,vehicle,4970,7120,0.5701192075486077
m1264.ply,vehicle,1144,1996,0.7353860469312476
m1258.ply,vehicle,2178,3588,0.5411292433522877
m1259.ply,vehicle,6739,11310,0.6367935033745142
m1503.ply,vehicle,24786,50685,0.3618013342169982
m1265.ply,vehicle,423,680,0.7406035206818227
m1271.ply,vehicle,328,524,0.5397299595589716
m1517.ply,vehicle,3878,7448,0.5596022491831816
m1488.ply,vehicle,4952,9223,0.6223395545134323
m1339.ply,vehicle,1878,6173,0.7263128921500703
m1477.ply,vehicle,22672,44727,0.6097607466966649
m1311.ply,vehicle,1006,2008,0.6772135230262021
m1305.ply,vehicle,7105,14168,0.5700703705469934
m1463.ply,vehicle,629,1236,0.5028409129930106
m1056.ply,plant,16685,18170,0.7497634040803601
m1042.ply,plant,19234,15578,0.9315208580151165
m1095.ply,plant,1303,1445,0.9703898161924833
m1081.ply,plant,12847,10145,0.6557565602783889
m1080.ply,plant,17779,7779,0.6971761218373859
m1094.ply,plant,1287,1440,0.8105596421016644
m1043.ply,plant,22578,14248,0.8970368122390574
m1057.ply,plant,1366,2212,0.8806525183879337
m1069.ply,plant,18418,17436,0.9046111165191288
m1041.ply,plant,39490,34578,0.9113077907370185
m1055.ply,plant,31668,17804,0.813226812474724
m1082.ply,plant,82,140,0.49086870021409884
m1096.ply,plant,835,1376,0.6778966418863671
m1097.ply,plant,35,31,0.6898060101437206
m1083.ply,plant,42566,36512,0.6114407607642899
m1054.ply,plant,12752,6042,0.8359248997157825
m1040.ply,plant,5544,1872,0.7358208860924894
m1068.ply,plant,1366,1892,0.8505106936020436
m1044.ply,plant,5544,3702,0.7485746337177344
m1050.ply,plant,5410,4629,0.6786864974771338
m1078.ply,plant,724,696,0.5974176272241803
m1087.ply,plant,17953,14426,0.6366409528570456
m1093.ply,plant,1197,1954,0.9927518638762102
m1092.ply,plant,337,638,0.9097110419831085
m1086.ply,plant,6247,6856,0.5324400943135615
m1079.ply,plant,155,260,0.5080614391295635
m1051.ply,plant,5457,4288,0.7261409969851598
m1045.ply,plant,13331,10170,0.7550839679091051
m1053.ply,plant,12581,23234,0.7743839768034093
m1047.ply,plant,37715,36764,0.5920117095688211
m1090.ply,plant,5482,10928,0.7832425922245073
m1084.ply,plant,28393,29426,0.57655913523311
m1085.ply,plant,42566,36512,0.6063858650513645
m1091.ply,plant,2457,3814,0.821711797460562
m1046.ply,plant,12581,23234,0.7743839768034093
m1052.ply,plant,342,186,0.9457203876404704
m1009.ply,plant,5331,6764,0.5979806911529446
m1035.ply,plant,1787,3360,0.7069397206245701
m1021.ply,plant,7639,11540,0.7527267751222276
m966.ply,plant,7920,5280,0.7241075190507079
m972.ply,plant,14382,15625,0.6843045503985752
m999.ply,plant,1235,1277,0.6300210405692628
m998.ply,plant,318,478,0.5007693440563529
m973.ply,plant,15489,24673,0.6800188728587739
m967.ply,plant,12982,16912,0.5469647175489081
m1020.ply,plant,18345,30014,0.782306143876995
m1034.ply,plant,228,426,0.43152290651471037
m1008.ply,plant,5383,7952,0.7639151033147914
m1022.ply,plant,7882,10842,0.7724786389719418
m1036.ply,plant,234,401,0.6001148410258699
m971.ply,plant,3672,3676,0.7107862731855744
m965.ply,plant,13868,22999,0.6811821363980304
m964.ply,plant,13950,18851,0.6638516375646758
m970.ply,plant,1416,2292,0.7991802332356044
m1037.ply,plant,959,2254,0.770354930689488
m1023.ply,plant,2658,3236,0.7841424486783439
m1027.ply,plant,3855,5054,0.7958802855957271
m1033.ply,plant,197,480,0.5743266885512031
m974.ply,plant,351,388,0.7598817734059208
m961.ply,plant,6513,9427,0.739687423216696
m975.ply,plant,241,460,0.7315788364390755
m1032.ply,plant,96,156,0.9002738382751904
m1026.ply,plant,1519,2064,0.8423227832928246
m1030.ply,plant,395,692,0.8024292438062576
m1024.ply,plant,22423,32733,0.8653665409417525
m1018.ply,plant,11666,15091,0.8033026803820782
m963.ply,plant,11548,15008,0.7538972876891397
m977.ply,plant,1506,3044,0.5885578668327942
m988.ply,plant,3093,6000,0.8621569702829426
m989.ply,plant,1027,1024,0.6550316538348039
m976.ply,plant,1272,1889,0.8874943367011393
m962.ply,plant,15136,19104,0.8102018073237813
m1019.ply,plant,16590,21551,0.7609115205916364
m1025.ply,plant,6696,10794,0.7424613900344218
m1031.ply,plant,729,1284,0.6009549115457842
m1028.ply,plant,11200,12840,0.819207524140103
m1014.ply,plant,16402,20144,0.7587624075093771
m1000.ply,plant,19105,26032,0.8098412349633757
